internal_id,Recipient Name,Recipient UEI,recipient_id,Start Date,End Date,Award Amount,Awarding Agency,Awarding Sub Agency,Contract Award Type,Award Type,Funding Agency,Funding Sub Agency,awarding_agency_id,agency_slug,generated_internal_id
167470138,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2024-09-06,2025-03-05,197282.68,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,Department of Defense,Department of the Army,1173,department-of-defense,CONT_AWD_W911SR24C0028_9700_-NONE-_-NONE-
167018181,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2024-05-28,2024-11-28,249999.74,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,Department of Defense,Department of the Army,1173,department-of-defense,CONT_AWD_W5170124C0185_9700_-NONE-_-NONE-
166978676,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2009-09-14,2012-12-31,749988.0,Department of Defense,Department of the Army,DCA,,Department of Defense,Defense Advanced Research Projects Agency,1173,department-of-defense,CONT_AWD_W31P4Q09C0372_9700_-NONE-_-NONE-
166977377,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2008-03-10,2008-10-29,99000.0,Department of Defense,Department of the Army,DCA,,Department of Defense,Department of the Army,1173,department-of-defense,CONT_AWD_W31P4Q08C0237_9700_-NONE-_-NONE-
166890258,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2010-12-28,2011-06-22,69997.66,Department of Defense,Defense Contract Management Agency,DEFINITIVE CONTRACT,,Department of Defense,Department of the Army,1173,department-of-defense,CONT_AWD_W15QKN11C0030_9700_-NONE-_-NONE-
131177622,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2022-11-07,2023-05-09,146500.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,Department of Defense,Department of the Navy,1173,department-of-defense,CONT_AWD_N6833523C0048_9700_-NONE-_-NONE-
131176596,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2022-07-25,2023-01-28,146500.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,Department of Defense,Department of the Navy,1173,department-of-defense,CONT_AWD_N6833522C0571_9700_-NONE-_-NONE-
131174678,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2021-05-13,2026-05-13,1924996.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,Department of Defense,Department of the Navy,1173,department-of-defense,CONT_AWD_N6833521C0373_9700_-NONE-_-NONE-
131174576,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2021-01-28,2024-09-30,1124997.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,Department of Defense,Department of the Navy,1173,department-of-defense,CONT_AWD_N6833521C0260_9700_-NONE-_-NONE-
131172487,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2020-04-27,2021-07-29,239996.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,Department of Defense,Department of the Navy,1173,department-of-defense,CONT_AWD_N6833520C0417_9700_-NONE-_-NONE-
131170717,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2019-08-26,2020-12-14,239993.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,Department of Defense,Department of the Navy,1173,department-of-defense,CONT_AWD_N6833519C0703_9700_-NONE-_-NONE-
131170263,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2019-01-04,2022-11-03,1499990.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,Department of Defense,Department of the Navy,1173,department-of-defense,CONT_AWD_N6833519C0212_9700_-NONE-_-NONE-
131168487,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2017-12-22,2022-10-31,1699997.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,Department of Defense,Department of the Navy,1173,department-of-defense,CONT_AWD_N6833518C0056_9700_-NONE-_-NONE-
131163700,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2013-09-26,2018-01-02,999995.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,Department of Defense,Department of the Navy,1173,department-of-defense,CONT_AWD_N6833513C0231_9700_-NONE-_-NONE-
131162791,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2012-04-05,2013-06-28,149996.0,Department of Defense,Department of the Navy,DCA,,Department of Defense,Department of the Navy,1173,department-of-defense,CONT_AWD_N6833512C0173_9700_-NONE-_-NONE-
129986392,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2017-08-22,2019-02-09,224998.51,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,Department of Defense,Department of the Navy,1173,department-of-defense,CONT_AWD_N0017817C1101_9700_-NONE-_-NONE-
118697765,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2012-08-15,2019-02-19,1059992.0,Department of Defense,Department of the Air Force,DEFINITIVE CONTRACT,,Department of Defense,Department of the Air Force,1173,department-of-defense,CONT_AWD_FA865012C1472_9700_-NONE-_-NONE-
118697520,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2011-04-29,2012-02-03,99996.0,Department of Defense,Department of the Air Force,PURCHASE ORDER,,Department of Defense,Department of the Air Force,1173,department-of-defense,CONT_AWD_FA865011M1172_9700_-NONE-_-NONE-
118696535,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2009-04-20,2010-01-29,100000.0,Department of Defense,Department of the Air Force,PO,,Department of Defense,Department of the Air Force,1173,department-of-defense,CONT_AWD_FA865009M6969_9700_-NONE-_-NONE-
118695708,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2008-01-28,2008-10-28,99999.0,Department of Defense,Department of the Air Force,PO,,Department of Defense,Department of the Air Force,1173,department-of-defense,CONT_AWD_FA865008M1330_9700_-NONE-_-NONE-
111992766,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2024-08-07,2025-02-06,159999.0,National Aeronautics and Space Administration,National Aeronautics and Space Administration,PURCHASE ORDER,,National Aeronautics and Space Administration,National Aeronautics and Space Administration,862,national-aeronautics-and-space-administration,CONT_AWD_80NSSC24PB331_8000_-NONE-_-NONE-
111184722,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2024-10-18,2027-10-17,500000.0,Environmental Protection Agency,Environmental Protection Agency,DEFINITIVE CONTRACT,,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_AWD_68HERC25C0004_6800_-NONE-_-NONE-
111184164,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2023-12-01,2024-05-31,99999.96,Environmental Protection Agency,Environmental Protection Agency,DEFINITIVE CONTRACT,,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_AWD_68HERC24C0018_6800_-NONE-_-NONE-
167470138,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2024-09-06,2025-03-05,197282.68,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,Department of Defense,Department of the Army,1173,department-of-defense,CONT_AWD_W911SR24C0028_9700_-NONE-_-NONE-
167018181,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2024-05-28,2024-11-28,249999.74,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,Department of Defense,Department of the Army,1173,department-of-defense,CONT_AWD_W5170124C0185_9700_-NONE-_-NONE-
166978676,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2009-09-14,2012-12-31,749988.0,Department of Defense,Department of the Army,DCA,,Department of Defense,Defense Advanced Research Projects Agency,1173,department-of-defense,CONT_AWD_W31P4Q09C0372_9700_-NONE-_-NONE-
166977377,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2008-03-10,2008-10-29,99000.0,Department of Defense,Department of the Army,DCA,,Department of Defense,Department of the Army,1173,department-of-defense,CONT_AWD_W31P4Q08C0237_9700_-NONE-_-NONE-
166890258,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2010-12-28,2011-06-22,69997.66,Department of Defense,Defense Contract Management Agency,DEFINITIVE CONTRACT,,Department of Defense,Department of the Army,1173,department-of-defense,CONT_AWD_W15QKN11C0030_9700_-NONE-_-NONE-
131177622,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2022-11-07,2023-05-09,146500.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,Department of Defense,Department of the Navy,1173,department-of-defense,CONT_AWD_N6833523C0048_9700_-NONE-_-NONE-
131176596,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2022-07-25,2023-01-28,146500.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,Department of Defense,Department of the Navy,1173,department-of-defense,CONT_AWD_N6833522C0571_9700_-NONE-_-NONE-
131174678,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2021-05-13,2026-05-13,1924996.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,Department of Defense,Department of the Navy,1173,department-of-defense,CONT_AWD_N6833521C0373_9700_-NONE-_-NONE-
131174576,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2021-01-28,2024-09-30,1124997.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,Department of Defense,Department of the Navy,1173,department-of-defense,CONT_AWD_N6833521C0260_9700_-NONE-_-NONE-
131172487,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2020-04-27,2021-07-29,239996.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,Department of Defense,Department of the Navy,1173,department-of-defense,CONT_AWD_N6833520C0417_9700_-NONE-_-NONE-
131170717,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2019-08-26,2020-12-14,239993.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,Department of Defense,Department of the Navy,1173,department-of-defense,CONT_AWD_N6833519C0703_9700_-NONE-_-NONE-
131170263,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2019-01-04,2022-11-03,1499990.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,Department of Defense,Department of the Navy,1173,department-of-defense,CONT_AWD_N6833519C0212_9700_-NONE-_-NONE-
131168487,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2017-12-22,2022-10-31,1699997.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,Department of Defense,Department of the Navy,1173,department-of-defense,CONT_AWD_N6833518C0056_9700_-NONE-_-NONE-
131163700,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2013-09-26,2018-01-02,999995.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,Department of Defense,Department of the Navy,1173,department-of-defense,CONT_AWD_N6833513C0231_9700_-NONE-_-NONE-
131162791,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2012-04-05,2013-06-28,149996.0,Department of Defense,Department of the Navy,DCA,,Department of Defense,Department of the Navy,1173,department-of-defense,CONT_AWD_N6833512C0173_9700_-NONE-_-NONE-
129986392,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2017-08-22,2019-02-09,224998.51,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,Department of Defense,Department of the Navy,1173,department-of-defense,CONT_AWD_N0017817C1101_9700_-NONE-_-NONE-
118697765,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2012-08-15,2019-02-19,1059992.0,Department of Defense,Department of the Air Force,DEFINITIVE CONTRACT,,Department of Defense,Department of the Air Force,1173,department-of-defense,CONT_AWD_FA865012C1472_9700_-NONE-_-NONE-
118697520,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2011-04-29,2012-02-03,99996.0,Department of Defense,Department of the Air Force,PURCHASE ORDER,,Department of Defense,Department of the Air Force,1173,department-of-defense,CONT_AWD_FA865011M1172_9700_-NONE-_-NONE-
118696535,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2009-04-20,2010-01-29,100000.0,Department of Defense,Department of the Air Force,PO,,Department of Defense,Department of the Air Force,1173,department-of-defense,CONT_AWD_FA865009M6969_9700_-NONE-_-NONE-
118695708,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2008-01-28,2008-10-28,99999.0,Department of Defense,Department of the Air Force,PO,,Department of Defense,Department of the Air Force,1173,department-of-defense,CONT_AWD_FA865008M1330_9700_-NONE-_-NONE-
111992766,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2024-08-07,2025-02-06,159999.0,National Aeronautics and Space Administration,National Aeronautics and Space Administration,PURCHASE ORDER,,National Aeronautics and Space Administration,National Aeronautics and Space Administration,862,national-aeronautics-and-space-administration,CONT_AWD_80NSSC24PB331_8000_-NONE-_-NONE-
111184722,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2024-10-18,2027-10-17,500000.0,Environmental Protection Agency,Environmental Protection Agency,DEFINITIVE CONTRACT,,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_AWD_68HERC25C0004_6800_-NONE-_-NONE-
111184164,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2023-12-01,2024-05-31,99999.96,Environmental Protection Agency,Environmental Protection Agency,DEFINITIVE CONTRACT,,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_AWD_68HERC24C0018_6800_-NONE-_-NONE-
111184174,MATERIAL REUSE LLC,U3VRD1T9Q6H9,6c6e8257-d0e1-8069-5ccf-6d8d35dbcec2-C,2023-12-01,2024-05-31,99940.0,Environmental Protection Agency,Environmental Protection Agency,DEFINITIVE CONTRACT,,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_AWD_68HERC24C0028_6800_-NONE-_-NONE-
111184174,MATERIAL REUSE LLC,U3VRD1T9Q6H9,6c6e8257-d0e1-8069-5ccf-6d8d35dbcec2-C,2023-12-01,2024-05-31,99940.0,Environmental Protection Agency,Environmental Protection Agency,DEFINITIVE CONTRACT,,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_AWD_68HERC24C0028_6800_-NONE-_-NONE-
111992811,MIZAR THERAPEUTICS INC.,QTYLAVN4EJR6,6c048171-cf4c-37c1-5058-d819ae59882b-C,2024-08-07,2025-02-06,155536.0,National Aeronautics and Space Administration,National Aeronautics and Space Administration,PURCHASE ORDER,,National Aeronautics and Space Administration,National Aeronautics and Space Administration,862,national-aeronautics-and-space-administration,CONT_AWD_80NSSC24PB376_8000_-NONE-_-NONE-
167189334,MOLECULAR REBAR DESIGN LLC,LL34B99KR2R4,6e554dd5-dcce-ec4d-3266-32201d7de6a1-C,2022-08-22,2025-09-21,1099933.21,Department of Defense,Defense Health Agency,DEFINITIVE CONTRACT,,Department of Defense,Department of the Army,1173,department-of-defense,CONT_AWD_W81XWH22C0090_9700_-NONE-_-NONE-
167189116,MOLECULAR REBAR DESIGN LLC,LL34B99KR2R4,6e554dd5-dcce-ec4d-3266-32201d7de6a1-C,2021-07-26,2022-02-25,240585.13,Department of Defense,Department of the Army,PURCHASE ORDER,,Department of Defense,Department of the Army,1173,department-of-defense,CONT_AWD_W81XWH21P0101_9700_-NONE-_-NONE-
118688436,MOLECULAR REBAR DESIGN LLC,LL34B99KR2R4,6e554dd5-dcce-ec4d-3266-32201d7de6a1-C,2021-02-05,2021-05-03,48614.0,Department of Defense,Department of the Air Force,PURCHASE ORDER,,Department of Defense,Department of the Air Force,1173,department-of-defense,CONT_AWD_FA864921P0294_9700_-NONE-_-NONE-
111184176,MOLECULAR REBAR DESIGN LLC,LL34B99KR2R4,6e554dd5-dcce-ec4d-3266-32201d7de6a1-C,2023-12-01,2024-05-31,99989.12,Environmental Protection Agency,Environmental Protection Agency,DEFINITIVE CONTRACT,,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_AWD_68HERC24C0030_6800_-NONE-_-NONE-
167189334,MOLECULAR REBAR DESIGN LLC,LL34B99KR2R4,6e554dd5-dcce-ec4d-3266-32201d7de6a1-C,2022-08-22,2025-09-21,1099933.21,Department of Defense,Defense Health Agency,DEFINITIVE CONTRACT,,Department of Defense,Department of the Army,1173,department-of-defense,CONT_AWD_W81XWH22C0090_9700_-NONE-_-NONE-
167189116,MOLECULAR REBAR DESIGN LLC,LL34B99KR2R4,6e554dd5-dcce-ec4d-3266-32201d7de6a1-C,2021-07-26,2022-02-25,240585.13,Department of Defense,Department of the Army,PURCHASE ORDER,,Department of Defense,Department of the Army,1173,department-of-defense,CONT_AWD_W81XWH21P0101_9700_-NONE-_-NONE-
118688436,MOLECULAR REBAR DESIGN LLC,LL34B99KR2R4,6e554dd5-dcce-ec4d-3266-32201d7de6a1-C,2021-02-05,2021-05-03,48614.0,Department of Defense,Department of the Air Force,PURCHASE ORDER,,Department of Defense,Department of the Air Force,1173,department-of-defense,CONT_AWD_FA864921P0294_9700_-NONE-_-NONE-
111184176,MOLECULAR REBAR DESIGN LLC,LL34B99KR2R4,6e554dd5-dcce-ec4d-3266-32201d7de6a1-C,2023-12-01,2024-05-31,99989.12,Environmental Protection Agency,Environmental Protection Agency,DEFINITIVE CONTRACT,,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_AWD_68HERC24C0030_6800_-NONE-_-NONE-
167044940,VISIMO LLC,X854ZJDHWHJ5,5c016687-bb74-4d3e-1056-45ff142b5047-C,2022-05-16,2023-07-17,577495.39,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,Department of Defense,Department of the Army,1173,department-of-defense,CONT_AWD_W52P1J22C0033_9700_-NONE-_-NONE-
167043963,VISIMO LLC,X854ZJDHWHJ5,5c016687-bb74-4d3e-1056-45ff142b5047-C,2021-02-26,2022-02-25,642829.2,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,Department of Defense,Department of the Army,1173,department-of-defense,CONT_AWD_W52P1J21C0022_9700_-NONE-_-NONE-
131180590,VISIMO LLC,X854ZJDHWHJ5,5c016687-bb74-4d3e-1056-45ff142b5047-C,2024-11-15,2025-05-14,146455.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,Department of Defense,Department of the Navy,1173,department-of-defense,CONT_AWD_N6833525C0015_9700_-NONE-_-NONE-
131179482,VISIMO LLC,X854ZJDHWHJ5,5c016687-bb74-4d3e-1056-45ff142b5047-C,2024-07-15,2025-01-15,139927.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,Department of Defense,Department of the Navy,1173,department-of-defense,CONT_AWD_N6833524C0458_9700_-NONE-_-NONE-
126473454,VISIMO LLC,X854ZJDHWHJ5,5c016687-bb74-4d3e-1056-45ff142b5047-C,2023-08-18,2024-04-20,254957.04,Department of Defense,Defense Human Resources Activity,DEFINITIVE CONTRACT,,Department of Defense,Defense Human Resources Activity,1173,department-of-defense,CONT_AWD_H9821023C0013_9700_-NONE-_-NONE-
118691042,VISIMO LLC,X854ZJDHWHJ5,5c016687-bb74-4d3e-1056-45ff142b5047-C,2023-02-03,2024-05-10,990288.0,Department of Defense,Department of the Air Force,PURCHASE ORDER,,Department of Defense,Department of the Air Force,1173,department-of-defense,CONT_AWD_FA864923P0469_9700_-NONE-_-NONE-
118690151,VISIMO LLC,X854ZJDHWHJ5,5c016687-bb74-4d3e-1056-45ff142b5047-C,2022-03-10,2023-06-12,747531.0,Department of Defense,Department of the Air Force,PURCHASE ORDER,,Department of Defense,Department of the Air Force,1173,department-of-defense,CONT_AWD_FA864922P0708_9700_-NONE-_-NONE-
118689669,VISIMO LLC,X854ZJDHWHJ5,5c016687-bb74-4d3e-1056-45ff142b5047-C,2021-11-02,2022-02-02,49872.0,Department of Defense,Department of the Air Force,PURCHASE ORDER,,Department of Defense,Department of the Air Force,1173,department-of-defense,CONT_AWD_FA864922P0077_9700_-NONE-_-NONE-
118689470,VISIMO LLC,X854ZJDHWHJ5,5c016687-bb74-4d3e-1056-45ff142b5047-C,2021-08-24,2022-11-24,745446.0,Department of Defense,Department of the Air Force,PURCHASE ORDER,,Department of Defense,Department of the Air Force,1173,department-of-defense,CONT_AWD_FA864921P1505_9700_-NONE-_-NONE-
118689385,VISIMO LLC,X854ZJDHWHJ5,5c016687-bb74-4d3e-1056-45ff142b5047-C,2021-04-09,2021-07-09,49821.0,Department of Defense,Department of the Air Force,PURCHASE ORDER,,Department of Defense,Department of the Air Force,1173,department-of-defense,CONT_AWD_FA864921P1396_9700_-NONE-_-NONE-
118688748,VISIMO LLC,X854ZJDHWHJ5,5c016687-bb74-4d3e-1056-45ff142b5047-C,2021-02-05,2021-05-08,49804.0,Department of Defense,Department of the Air Force,PURCHASE ORDER,,Department of Defense,Department of the Air Force,1173,department-of-defense,CONT_AWD_FA864921P0650_9700_-NONE-_-NONE-
