Keyword Search,Company Name,Start Date,End Date,Funding Amount,Phase,Program,Solicitation Number,Source Link
MOGENE GREEN CHEMICALS LC,MOGENE GREEN CHEMICALS LC,07/01/2012,12/31/2012,"$150,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/392072
"Moravek Biochemicals, Inc.","Moravek Biochemicals, Inc.",N/A,N/A,"$539,749.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/239801
"Moravek Biochemicals, Inc.","Moravek Biochemicals, Inc.",N/A,N/A,"$48,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/239797
"Moravek Biochemicals, Inc.","Moravek Biochemicals, Inc.",N/A,N/A,"$50,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/239803
"Moravek Biochemicals, Inc.","Moravek Biochemicals, Inc.",N/A,N/A,"$248,000.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/239795
"Moravek Biochemicals, Inc.","Moravek Biochemicals, Inc.",N/A,N/A,"$42,924.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/239799
"OMICRON BIOCHEMICALS, INC.","OMICRON BIOCHEMICALS, INC.",N/A,N/A,"$999,991.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/970621
"OMICRON BIOCHEMICALS, INC.","OMICRON BIOCHEMICALS, INC.",04/01/2015,09/30/2015,"$143,995.00",Phase I,SBIR,HD15-008,https://legacy.www.sbir.gov/sbirsearch/detail/1030955
"OMICRON BIOCHEMICALS, INC.","OMICRON BIOCHEMICALS, INC.",N/A,N/A,"$299,586.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/679096
Phelan Natural Chemicals Co.,Phelan Natural Chemicals Co.,N/A,N/A,"$64,370.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/269567
"QUINTESSENCE CHEMICALS, LLC","QUINTESSENCE CHEMICALS, LLC",N/A,N/A,"$254,431.00",Phase I,STTR,PA10-051,https://legacy.www.sbir.gov/sbirsearch/detail/370095
"REM CHEMICALS, INC.","REM CHEMICALS, INC.",07/10/2023,05/09/2024,"$197,978.00",Phase I,SBIR,DE-FOA-0002903,https://legacy.www.sbir.gov/sbirsearch/detail/2476939
"REM CHEMICALS, INC.","REM CHEMICALS, INC.",09/05/2023,06/10/2025,"$1,247,630.00",Phase II,SBIR,X23.6,https://legacy.www.sbir.gov/sbirsearch/detail/2561885
"REM CHEMICALS, INC.","REM CHEMICALS, INC.",05/03/2023,08/07/2023,"$73,200.00",Phase I,SBIR,X23.5,https://legacy.www.sbir.gov/sbirsearch/detail/2564727
"REM CHEMICALS, INC.","REM CHEMICALS, INC.",11/05/2021,02/05/2022,"$49,767.00",Phase I,SBIR,X21.2,https://legacy.www.sbir.gov/sbirsearch/detail/2218147
"REM CHEMICALS, INC.","REM CHEMICALS, INC.",04/29/2022,11/08/2023,"$1,228,324.00",Phase II,SBIR,X22.1,https://legacy.www.sbir.gov/sbirsearch/detail/2325555
"REM CHEMICALS, INC.","REM CHEMICALS, INC.",03/11/2021,06/11/2022,"$744,619.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/2165329
"REM CHEMICALS, INC.","REM CHEMICALS, INC.",03/11/2021,06/11/2022,"$749,184.00",Phase II,SBIR,X20.3,https://legacy.www.sbir.gov/sbirsearch/detail/2167327
"REM CHEMICALS, INC.","REM CHEMICALS, INC.",03/09/2020,06/09/2020,"$49,792.00",Phase I,SBIR,X20.1,https://legacy.www.sbir.gov/sbirsearch/detail/1942127
"REM CHEMICALS, INC.","REM CHEMICALS, INC.",07/11/2019,07/10/2021,"$748,356.00",Phase II,SBIR,SBIR_18_P2,https://legacy.www.sbir.gov/sbirsearch/detail/1670521
"REM CHEMICALS, INC.","REM CHEMICALS, INC.",07/27/2018,02/15/2019,"$120,188.00",Phase I,SBIR,SBIR_18_P1,https://legacy.www.sbir.gov/sbirsearch/detail/1560033
"Research Biochemicals,","Research Biochemicals,",N/A,N/A,"$100,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/291960
"Research Biochemicals,","Research Biochemicals,",N/A,N/A,"$100,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/291966
"Research Biochemicals,","Research Biochemicals,",N/A,N/A,"$100,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/291974
"Research Biochemicals,","Research Biochemicals,",N/A,N/A,"$100,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/291976
"Research Biochemicals,","Research Biochemicals,",N/A,N/A,"$100,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/291952
"Research Biochemicals,","Research Biochemicals,",N/A,N/A,"$79,700.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/291954
"Research Biochemicals,","Research Biochemicals,",N/A,N/A,"$540,108.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/291940
"Research Biochemicals,","Research Biochemicals,",N/A,N/A,"$80,249.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/291944
"Research Biochemicals,","Research Biochemicals,",N/A,N/A,"$65,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/291950
"Research Biochemicals,","Research Biochemicals,",N/A,N/A,"$500,000.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/291938
"ROCKLAND IMMUNOCHEMICALS, INC.","ROCKLAND IMMUNOCHEMICALS, INC.",N/A,N/A,"$299,625.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/1243247
"ROCKLAND IMMUNOCHEMICALS, INC.","ROCKLAND IMMUNOCHEMICALS, INC.",N/A,N/A,"$225,000.00",Phase I,SBIR,DA15-001,https://legacy.www.sbir.gov/sbirsearch/detail/705495
"ROCKLAND IMMUNOCHEMICALS, INC.","ROCKLAND IMMUNOCHEMICALS, INC.",09/01/2014,09/01/2016,"$489,072.00",Phase I,SBIR,PA16-019,https://legacy.www.sbir.gov/sbirsearch/detail/1031049
"ROCKLAND IMMUNOCHEMICALS, INC.","ROCKLAND IMMUNOCHEMICALS, INC.",N/A,N/A,"$249,975.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/679128
"ROCKLAND IMMUNOCHEMICALS, INC.","ROCKLAND IMMUNOCHEMICALS, INC.",N/A,N/A,"$149,866.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/372612
"ROCKLAND IMMUNOCHEMICALS, INC.","ROCKLAND IMMUNOCHEMICALS, INC.",N/A,N/A,"$999,002.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/379412
"ROCKLAND IMMUNOCHEMICALS, INC.","ROCKLAND IMMUNOCHEMICALS, INC.",N/A,N/A,"$149,937.00",Phase I,SBIR,PHS2010-1,https://legacy.www.sbir.gov/sbirsearch/detail/3625
"ROCKLAND IMMUNOCHEMICALS, INC.","ROCKLAND IMMUNOCHEMICALS, INC.",N/A,N/A,"$299,954.00",Phase I,SBIR,PHS2010-1,https://legacy.www.sbir.gov/sbirsearch/detail/3627
"ROCKLAND IMMUNOCHEMICALS, INC.","ROCKLAND IMMUNOCHEMICALS, INC.",N/A,N/A,"$315,172.00",Phase I,SBIR,PHS2009-2,https://legacy.www.sbir.gov/sbirsearch/detail/142564
"ROCKLAND IMMUNOCHEMICALS, INC.","ROCKLAND IMMUNOCHEMICALS, INC.",N/A,N/A,"$149,970.00",Phase I,SBIR,PHS2009-1,https://legacy.www.sbir.gov/sbirsearch/detail/1065871
"Sano Chemicals, Inc.","Sano Chemicals, Inc.",08/13/2020,07/31/2021,"$233,066.00",Phase I,STTR,PA19-270,https://legacy.www.sbir.gov/sbirsearch/detail/1914015
"Sano Chemicals, Inc.","Sano Chemicals, Inc.",03/21/2019,04/30/2022,"$2,879,375.00",Phase II,STTR,PA18-575,https://legacy.www.sbir.gov/sbirsearch/detail/1680147
"Sano Chemicals, Inc.","Sano Chemicals, Inc.",02/15/2017,01/31/2018,"$224,939.00",Phase I,STTR,PA16-303,https://legacy.www.sbir.gov/sbirsearch/detail/1247953
"Sano Chemicals, Inc.","Sano Chemicals, Inc.",03/15/2016,06/30/2018,"$529,551.00",Phase I,STTR,PA15-270,https://legacy.www.sbir.gov/sbirsearch/detail/1162561
"SOUTHEASTERN BIOCHEMICALS, INC.","SOUTHEASTERN BIOCHEMICALS, INC.",02/21/2023,11/20/2023,"$250,000.00",Phase I,STTR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/2478729
"SOUTHEASTERN BIOCHEMICALS, INC.","SOUTHEASTERN BIOCHEMICALS, INC.",07/01/2019,03/31/2020,"$205,877.00",Phase I,SBIR,DE-FOA-0001941,https://legacy.www.sbir.gov/sbirsearch/detail/1640017
Strem Chemicals Inc.,Strem Chemicals Inc.,N/A,N/A,"$33,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/319406
SUSTAINABLE CHEMICALS LLC,SUSTAINABLE CHEMICALS LLC,03/21/2022,03/31/2023,"$175,000.00",Phase I,SBIR,USDA-NIFA-SBIR-008541,https://legacy.www.sbir.gov/sbirsearch/detail/2271309
SYNTHIO CHEMICALS INC,SYNTHIO CHEMICALS INC,06/01/2023,05/31/2025,"$849,997.75",Phase II,STTR,21.C,https://legacy.www.sbir.gov/sbirsearch/detail/2575655
SYNTHIO CHEMICALS INC,SYNTHIO CHEMICALS INC,05/15/2022,05/14/2023,"$249,832.82",Phase I,STTR,21.C,https://legacy.www.sbir.gov/sbirsearch/detail/2331181
TEXAS BIOCHEMICALS INC,TEXAS BIOCHEMICALS INC,10/07/2019,04/17/2020,"$140,000.00",Phase I,SBIR,19.2,https://legacy.www.sbir.gov/sbirsearch/detail/1922229
TEXAS BIOCHEMICALS INC,TEXAS BIOCHEMICALS INC,12/18/2018,12/18/2018,"$149,999.00",Phase I,STTR,18.B,https://legacy.www.sbir.gov/sbirsearch/detail/1854547
TEXAS BIOCHEMICALS INC,TEXAS BIOCHEMICALS INC,06/27/2019,06/27/2021,"$750,000.00",Phase II,SBIR,18.1,https://legacy.www.sbir.gov/sbirsearch/detail/1860507
TEXAS BIOCHEMICALS INC,TEXAS BIOCHEMICALS INC,07/27/2018,07/27/2019,"$149,999.00",Phase I,SBIR,2018.1,https://legacy.www.sbir.gov/sbirsearch/detail/1596427
TEXAS BIOCHEMICALS INC,TEXAS BIOCHEMICALS INC,09/01/2014,06/01/2015,"$149,999.00",Phase I,STTR,2014.1,https://legacy.www.sbir.gov/sbirsearch/detail/981797
TEXAS BIOCHEMICALS INC,TEXAS BIOCHEMICALS INC,10/18/2011,N/A,"$79,998.00",Phase I,SBIR,2011.2,https://legacy.www.sbir.gov/sbirsearch/detail/395785
TEXAS BIOCHEMICALS INC,TEXAS BIOCHEMICALS INC,11/17/2011,11/30/2013,"$729,717.00",Phase II,SBIR,2010.1,https://legacy.www.sbir.gov/sbirsearch/detail/397161
TEXAS BIOCHEMICALS INC,TEXAS BIOCHEMICALS INC,06/24/2010,11/21/2011,"$120,000.00",Phase I,SBIR,2010.1,https://legacy.www.sbir.gov/sbirsearch/detail/14511
"WARDENCLYFFE CHEMICALS, INC.","WARDENCLYFFE CHEMICALS, INC.",01/01/2020,09/30/2020,"$119,797.00",Phase I,SBIR,NOAA-OAR-OAR-TPO-2019-2005899,https://legacy.www.sbir.gov/sbirsearch/detail/1869715
