Keyword Search,Company Name,Start Date,End Date,Funding Amount,Phase,Program,Solicitation Number,Source Link
"TEAM OF CARE SOLUTIONS, LLC","TEAM OF CARE SOLUTIONS, LLC",03/10/2021,03/10/2022,"$744,998.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/2165203
"TEAM OF CARE SOLUTIONS, LLC","TEAM OF CARE SOLUTIONS, LLC",03/09/2020,06/09/2020,"$49,879.00",Phase I,SBIR,20.1,https://legacy.www.sbir.gov/sbirsearch/detail/1967073
Team Patent LLC,Team Patent LLC,03/15/2011,02/28/2013,"$500,000.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/366817
Team Patent LLC,Team Patent LLC,N/A,N/A,"$150,000.00",Phase I,SBIR,NSF 09-541,https://legacy.www.sbir.gov/sbirsearch/detail/16555
Team Patent LLC,Team Patent LLC,N/A,N/A,"$500,000.00",Phase II,SBIR,NSF 06-553,https://legacy.www.sbir.gov/sbirsearch/detail/326897
Team Patent LLC,Team Patent LLC,N/A,N/A,"$98,892.00",Phase I,SBIR,NSF 06-553,https://legacy.www.sbir.gov/sbirsearch/detail/326895
TEAM Technologies Inc.,TEAM Technologies Inc.,05/01/2014,02/28/2015,"$79,973.00",Phase I,SBIR,2014.1,https://legacy.www.sbir.gov/sbirsearch/detail/685266
TEAM Technologies Inc.,TEAM Technologies Inc.,09/02/2004,03/02/2005,"$98,146.00",Phase I,STTR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/326902
"TEAM WENDY, LLC","TEAM WENDY, LLC",01/14/2010,07/14/2010,"$69,105.00",Phase I,SBIR,2009.2,https://legacy.www.sbir.gov/sbirsearch/detail/10975
"TEAM WENDY, LLC","TEAM WENDY, LLC",N/A,N/A,"$57,561.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/326906
"TEAM-AT-WORK, INC.","TEAM-AT-WORK, INC.",N/A,N/A,"$99,600.00",Phase I,SBIR,PHS2004-2,https://legacy.www.sbir.gov/sbirsearch/detail/326910
"TEAMEDON INTERNATIONAL, INC.","TEAMEDON INTERNATIONAL, INC.",03/01/2016,02/28/2017,"$278,000.00",Phase I,SBIR,PA14-071,https://legacy.www.sbir.gov/sbirsearch/detail/1163415
TEAMVISION CORP.,TEAMVISION CORP.,09/06/2006,09/06/2007,"$99,758.00",Phase I,SBIR,2005.3,https://legacy.www.sbir.gov/sbirsearch/detail/326920
TEAMVISION CORP.,TEAMVISION CORP.,N/A,N/A,"$599,925.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/326918
TEAMVISION CORP.,TEAMVISION CORP.,01/16/2004,07/19/2004,"$69,458.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/326916
TEAMVISION CORP.,TEAMVISION CORP.,N/A,N/A,"$600,000.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/326914
TEAMVISION CORP.,TEAMVISION CORP.,N/A,N/A,"$68,881.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/326922
"TEAMWORX SECURITY, INC.","TEAMWORX SECURITY, INC.",09/14/2023,03/15/2024,"$1,249,429.00",Phase II,SBIR,X23.6,https://legacy.www.sbir.gov/sbirsearch/detail/2561813
"TEAMWORX SECURITY, INC.","TEAMWORX SECURITY, INC.",03/10/2021,06/10/2022,"$749,166.00",Phase II,SBIR,X20.3,https://legacy.www.sbir.gov/sbirsearch/detail/2093983
"TEAMWORX SECURITY, INC.","TEAMWORX SECURITY, INC.",11/21/2019,04/20/2020,"$150,000.00",Phase I,SBIR,19.3,https://legacy.www.sbir.gov/sbirsearch/detail/1848197
"TEAMWORX SECURITY, INC.","TEAMWORX SECURITY, INC.",05/12/2020,11/15/2021,"$1,572,717.00",Phase II,SBIR,19.3,https://legacy.www.sbir.gov/sbirsearch/detail/1928411
"TEAMWORX SECURITY, INC.","TEAMWORX SECURITY, INC.",06/09/2020,12/09/2020,"$1,499,657.00",Phase II,SBIR,DoD SBIR X19.2,https://legacy.www.sbir.gov/sbirsearch/detail/1937217
"TEAMWORX SECURITY, INC.","TEAMWORX SECURITY, INC.",12/12/2019,12/12/2020,"$50,000.00",Phase I,SBIR,DoD SBIR X19.2,https://legacy.www.sbir.gov/sbirsearch/detail/1938617
Tech Team Inc.,Tech Team Inc.,N/A,N/A,"$127,000.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/327132
Tech Team Inc.,Tech Team Inc.,N/A,N/A,"$28,160.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/327134
"the Green Team, Inc.","the Green Team, Inc.",N/A,N/A,"$69,556.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/332274
"the Green Team, Inc.","the Green Team, Inc.",03/01/2008,08/31/2008,"$69,641.00",Phase I,SBIR,PR-NC-07-10155,https://legacy.www.sbir.gov/sbirsearch/detail/859265
