Keyword Search,Company Name,Start Date,End Date,Funding Amount,Phase,Program,Solicitation Number,Source Link
Applications Express Inc,Applications Express Inc,N/A,N/A,"$30,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/92052
"ArrayXpress, Inc.","ArrayXpress, Inc.",N/A,N/A,"$99,949.00",Phase I,SBIR,NSF 06-598,https://legacy.www.sbir.gov/sbirsearch/detail/97577
Bright Futures Press                                    Interactive Knowledge,Bright Futures Press                                    Interactive Knowledge,N/A,N/A,"$59,981.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/114013
"CARNOT COMPRESSION, INC","CARNOT COMPRESSION, INC",04/01/2017,03/31/2019,"$750,000.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/1310083
"CARNOT COMPRESSION, INC","CARNOT COMPRESSION, INC",01/01/2016,06/30/2016,"$150,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/965391
"Chanxpress, Inc.","Chanxpress, Inc.",N/A,N/A,"$907,316.00",Phase II,SBIR,PHS2005-2,https://legacy.www.sbir.gov/sbirsearch/detail/122625
"Chanxpress, Inc.","Chanxpress, Inc.",N/A,N/A,"$494,479.00",Phase I,SBIR,PHS2004-2,https://legacy.www.sbir.gov/sbirsearch/detail/122621
"Chanxpress, Inc.","Chanxpress, Inc.",N/A,N/A,"$100,000.00",Phase I,SBIR,PHS2004-2,https://legacy.www.sbir.gov/sbirsearch/detail/122623
"Clonexpress, Inc","Clonexpress, Inc",N/A,N/A,"$98,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/127232
"Clonexpress, Inc","Clonexpress, Inc",N/A,N/A,"$50,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/127230
Compression Labs Inc,Compression Labs Inc,N/A,N/A,"$49,925.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/130825
Compression Telecommunications,Compression Telecommunications,N/A,N/A,"$200,000.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/130829
Compression Telecommunications,Compression Telecommunications,N/A,N/A,"$49,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/130831
Compression Telecommunications,Compression Telecommunications,N/A,N/A,"$40,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/130833
CYPRESS RESOURCES INC,CYPRESS RESOURCES INC,11/02/2022,02/04/2023,"$74,993.00",Phase I,SBIR,X22.4,https://legacy.www.sbir.gov/sbirsearch/detail/2563711
"CYPRESS SYSTEMS, INC.","CYPRESS SYSTEMS, INC.",N/A,N/A,"$94,190.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/140357
Dawnsignpress,Dawnsignpress,N/A,N/A,"$39,950.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/142760
Energv Compression Research,Energv Compression Research,N/A,N/A,"$91,346.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/157416
Energy Compression Research,Energy Compression Research,N/A,N/A,"$499,998.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/157611
Energy Compression Research,Energy Compression Research,N/A,N/A,"$555,389.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/157601
Energy Compression Research,Energy Compression Research,N/A,N/A,"$523,927.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/157603
Energy Compression Research,Energy Compression Research,N/A,N/A,"$51,004.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/157609
Energy Compression Research,Energy Compression Research,N/A,N/A,"$50,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/157623
Energy Compression Research,Energy Compression Research,N/A,N/A,"$49,692.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/157605
Energy Compression Research,Energy Compression Research,N/A,N/A,"$51,015.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/157607
Energy Compression Research,Energy Compression Research,N/A,N/A,"$284,000.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/157597
Energy Compression Research,Energy Compression Research,N/A,N/A,"$528,000.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/157599
Energy Compression Research,Energy Compression Research,N/A,N/A,"$50,615.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/157619
EXPRESSION ARRAY TECHNOLOGY,EXPRESSION ARRAY TECHNOLOGY,N/A,N/A,"$99,816.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/162823
EXPRESSION DRUG DESIGN LLC,EXPRESSION DRUG DESIGN LLC,N/A,N/A,"$167,049.00",Phase I,SBIR,PA10-050,https://legacy.www.sbir.gov/sbirsearch/detail/368173
EXPRESSION DRUG DESIGN LLC,EXPRESSION DRUG DESIGN LLC,N/A,N/A,"$1,262,623.00",Phase II,SBIR,PA10-050,https://legacy.www.sbir.gov/sbirsearch/detail/370275
EXPRESSION DRUG DESIGN LLC,EXPRESSION DRUG DESIGN LLC,N/A,N/A,"$98,320.00",Phase I,SBIR,PHS2009-2,https://legacy.www.sbir.gov/sbirsearch/detail/162827
EXPRESSION DRUG DESIGN LLC,EXPRESSION DRUG DESIGN LLC,N/A,N/A,"$100,000.00",Phase I,SBIR,PHS2007-2,https://legacy.www.sbir.gov/sbirsearch/detail/162829
"EXPRESSION GENETICS, INC.","EXPRESSION GENETICS, INC.",N/A,N/A,"$163,713.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/162833
"EXPRESSION PATHOLOGY, INC","EXPRESSION PATHOLOGY, INC",N/A,N/A,"$147,875.00",Phase I,SBIR,PHS2007-2,https://legacy.www.sbir.gov/sbirsearch/detail/162841
"EXPRESSION PATHOLOGY, INC","EXPRESSION PATHOLOGY, INC",N/A,N/A,"$142,040.00",Phase I,SBIR,PHS2004-2,https://legacy.www.sbir.gov/sbirsearch/detail/162839
"EXPRESSION PATHOLOGY, INC","EXPRESSION PATHOLOGY, INC",N/A,N/A,"$106,548.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/162837
"EXPRESSION THERAPEUTICS, LLC","EXPRESSION THERAPEUTICS, LLC",09/19/2023,08/31/2024,"$400,000.00",Phase I,SBIR,PA22-176,https://legacy.www.sbir.gov/sbirsearch/detail/2511681
"EXPRESSION THERAPEUTICS, LLC","EXPRESSION THERAPEUTICS, LLC",05/01/2019,10/31/2020,"$224,999.00",Phase I,SBIR,PA18-574,https://legacy.www.sbir.gov/sbirsearch/detail/1678313
"EXPRESSION THERAPEUTICS, LLC","EXPRESSION THERAPEUTICS, LLC",08/15/2018,07/31/2020,"$1,499,692.00",Phase II,SBIR,PA17-302,https://legacy.www.sbir.gov/sbirsearch/detail/1570217
"EXPRESSION THERAPEUTICS, LLC","EXPRESSION THERAPEUTICS, LLC",02/01/2017,07/31/2018,"$224,976.00",Phase I,SBIR,PA15-269,https://legacy.www.sbir.gov/sbirsearch/detail/1247215
"EXPRESSION THERAPEUTICS, LLC","EXPRESSION THERAPEUTICS, LLC",08/15/2016,02/28/2018,"$224,223.00",Phase I,SBIR,PA15-269,https://legacy.www.sbir.gov/sbirsearch/detail/1197683
"EXPRESSION THERAPEUTICS, LLC","EXPRESSION THERAPEUTICS, LLC",02/01/2014,01/31/2017,"$1,483,531.00",Phase II,SBIR,PA13-088,https://legacy.www.sbir.gov/sbirsearch/detail/1048107
"EXPRESSION THERAPEUTICS, LLC","EXPRESSION THERAPEUTICS, LLC",04/23/2014,03/31/2017,"$1,485,861.00",Phase II,SBIR,PA13-234,https://legacy.www.sbir.gov/sbirsearch/detail/1048259
"EXPRESSION THERAPEUTICS, LLC","EXPRESSION THERAPEUTICS, LLC",N/A,N/A,"$386,432.00",Phase I,SBIR,PA12-088,https://legacy.www.sbir.gov/sbirsearch/detail/678214
"EXPRESSION THERAPEUTICS, LLC","EXPRESSION THERAPEUTICS, LLC",N/A,N/A,"$296,320.00",Phase I,SBIR,PA11-096,https://legacy.www.sbir.gov/sbirsearch/detail/400750
"EXPRESSION THERAPEUTICS, LLC","EXPRESSION THERAPEUTICS, LLC",N/A,N/A,"$378,456.00",Phase I,SBIR,PA11-096,https://legacy.www.sbir.gov/sbirsearch/detail/400840
Expressive Analytics LLC,Expressive Analytics LLC,09/10/2018,03/09/2019,"$131,958.75",Phase I,SBIR,6913G618QSBIR1,https://legacy.www.sbir.gov/sbirsearch/detail/1529651
EXPRESSLO LLC,EXPRESSLO LLC,04/04/2022,04/03/2024,"$1,647,873.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/2282831
EXPRESSLO LLC,EXPRESSLO LLC,02/18/2020,11/17/2020,"$200,000.00",Phase I,SBIR,DE-FOA-0002145,https://legacy.www.sbir.gov/sbirsearch/detail/1710997
"Expresso Logic, LLC","Expresso Logic, LLC",12/15/2016,05/31/2017,"$224,924.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/1216887
"GENEXPRESS INFORMATICS, INC.","GENEXPRESS INFORMATICS, INC.",02/06/2012,N/A,"$95,027.00",Phase I,STTR,2011.A,https://legacy.www.sbir.gov/sbirsearch/detail/387254
"GENEXPRESS INFORMATICS, INC.","GENEXPRESS INFORMATICS, INC.",06/09/2009,06/09/2011,"$751,177.00",Phase II,SBIR,2007.1,https://legacy.www.sbir.gov/sbirsearch/detail/174070
"GENEXPRESS INFORMATICS, INC.","GENEXPRESS INFORMATICS, INC.",06/21/2007,12/21/2007,"$69,998.00",Phase I,SBIR,2007.1,https://legacy.www.sbir.gov/sbirsearch/detail/174068
"GENEXPRESS INFORMATICS, INC.","GENEXPRESS INFORMATICS, INC.",12/02/2005,12/01/2007,"$594,571.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/174062
"GENEXPRESS INFORMATICS, INC.","GENEXPRESS INFORMATICS, INC.",05/22/2006,06/22/2008,"$747,163.00",Phase II,SBIR,2005.1,https://legacy.www.sbir.gov/sbirsearch/detail/174064
"GENEXPRESS INFORMATICS, INC.","GENEXPRESS INFORMATICS, INC.",01/13/2005,07/25/2005,"$69,987.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/174060
"GENEXPRESS INFORMATICS, INC.","GENEXPRESS INFORMATICS, INC.",03/03/2005,12/03/2005,"$99,938.00",Phase I,SBIR,2005.1,https://legacy.www.sbir.gov/sbirsearch/detail/174066
"GENEXPRESS INFORMATICS, INC.","GENEXPRESS INFORMATICS, INC.",06/02/2004,06/02/2006,"$749,698.00",Phase II,SBIR,2003.1,https://legacy.www.sbir.gov/sbirsearch/detail/174056
"GENEXPRESS INFORMATICS, INC.","GENEXPRESS INFORMATICS, INC.",N/A,N/A,"$69,971.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/174054
"GENEXPRESS INFORMATICS, INC.","GENEXPRESS INFORMATICS, INC.",N/A,N/A,"$99,998.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/174058
GENOMIC EXPRESSION INC,GENOMIC EXPRESSION INC,N/A,N/A,"$340,334.00",Phase I,SBIR,75N91022R00006,https://legacy.www.sbir.gov/sbirsearch/detail/2580153
Geometric Compressions Inc.,Geometric Compressions Inc.,N/A,N/A,"$50,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/174945
Glyco Expression Technologies (Corporation),Glyco Expression Technologies (Corporation),09/01/2019,08/31/2020,"$300,000.00",Phase I,SBIR,PA18-574,https://legacy.www.sbir.gov/sbirsearch/detail/1684169
IMPRESSIO INC,IMPRESSIO INC,09/01/2023,08/31/2025,"$1,000,000.00",Phase II,SBIR,NSF 22-552,https://legacy.www.sbir.gov/sbirsearch/detail/2482271
IMPRESSIO INC,IMPRESSIO INC,06/01/2020,05/31/2021,"$224,999.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/1705129
IMPRESSIO INC,IMPRESSIO INC,09/01/2020,02/28/2022,"$262,576.00",Phase I,SBIR,PA19-029,https://legacy.www.sbir.gov/sbirsearch/detail/1916403
Impressive Communications,Impressive Communications,N/A,N/A,"$50,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/189226
Impressive Communications,Impressive Communications,N/A,N/A,"$48,745.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/189224
"iXpressGenes, Inc.","iXpressGenes, Inc.",08/30/2017,02/23/2020,"$999,973.99",Phase II,SBIR,2015.2,https://legacy.www.sbir.gov/sbirsearch/detail/1609085
"iXpressGenes, Inc.","iXpressGenes, Inc.",09/16/2016,05/31/2019,"$958,278.00",Phase II,STTR,PA15-270,https://legacy.www.sbir.gov/sbirsearch/detail/1200231
"iXpressGenes, Inc.","iXpressGenes, Inc.",08/17/2016,02/17/2017,"$143,740.17",Phase I,SBIR,2015.2,https://legacy.www.sbir.gov/sbirsearch/detail/1244179
"iXpressGenes, Inc.","iXpressGenes, Inc.",08/15/2015,09/14/2016,"$149,999.00",Phase I,STTR,PA14-072,https://legacy.www.sbir.gov/sbirsearch/detail/1028033
"iXpressGenes, Inc.","iXpressGenes, Inc.",N/A,N/A,"$743,506.00",Phase II,STTR,PA12-089,https://legacy.www.sbir.gov/sbirsearch/detail/677374
"iXpressGenes, Inc.","iXpressGenes, Inc.",N/A,N/A,"$744,435.00",Phase II,SBIR,PHS2010-2,https://legacy.www.sbir.gov/sbirsearch/detail/4377
"iXpressGenes, Inc.","iXpressGenes, Inc.",N/A,N/A,"$100,000.00",Phase I,STTR,PHS2010-2,https://legacy.www.sbir.gov/sbirsearch/detail/378503
"iXpressGenes, Inc.","iXpressGenes, Inc.",N/A,N/A,"$100,000.00",Phase I,SBIR,PHS2007-2,https://legacy.www.sbir.gov/sbirsearch/detail/163016
"iXpressGenes, Inc.","iXpressGenes, Inc.",N/A,N/A,"$100,000.00",Phase I,STTR,NSF 05-605,https://legacy.www.sbir.gov/sbirsearch/detail/163014
"Language Express, Inc., The","Language Express, Inc., The",03/15/2017,02/28/2019,"$746,756.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/1246071
"Language Express, Inc., The","Language Express, Inc., The",07/01/2015,12/31/2015,"$131,208.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/879505
"Learning Express, Inc","Learning Express, Inc",N/A,N/A,"$49,965.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/214693
"Learning Express, Inc","Learning Express, Inc",N/A,N/A,"$458,000.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/214691
"Learning Express, Inc","Learning Express, Inc",N/A,N/A,"$50,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/214695
Linstok Press Inc,Linstok Press Inc,N/A,N/A,"$38,814.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/216925
"MOLECULAR EXPRESS, INC","MOLECULAR EXPRESS, INC",N/A,N/A,"$599,925.00",Phase I,SBIR,PHS-2023-1,https://legacy.www.sbir.gov/sbirsearch/detail/2580431
"MOLECULAR EXPRESS, INC","MOLECULAR EXPRESS, INC",N/A,N/A,"$1,994,571.00",Phase II,SBIR,PHS-2021-1,https://legacy.www.sbir.gov/sbirsearch/detail/2313611
"MOLECULAR EXPRESS, INC","MOLECULAR EXPRESS, INC",N/A,N/A,"$300,000.00",Phase I,SBIR,PHS-2022-1,https://legacy.www.sbir.gov/sbirsearch/detail/2313715
"MOLECULAR EXPRESS, INC","MOLECULAR EXPRESS, INC",07/08/2022,06/30/2023,"$298,479.00",Phase I,SBIR,PA20-260,https://legacy.www.sbir.gov/sbirsearch/detail/2336525
"MOLECULAR EXPRESS, INC","MOLECULAR EXPRESS, INC",02/18/2022,01/31/2024,"$599,596.00",Phase I,SBIR,PA20-260,https://legacy.www.sbir.gov/sbirsearch/detail/2336611
"MOLECULAR EXPRESS, INC","MOLECULAR EXPRESS, INC",06/18/2021,05/31/2023,"$2,169,278.00",Phase II,SBIR,PA20-260,https://legacy.www.sbir.gov/sbirsearch/detail/2187457
"MOLECULAR EXPRESS, INC","MOLECULAR EXPRESS, INC",N/A,N/A,"$299,994.00",Phase I,SBIR,PHS2020-1,https://legacy.www.sbir.gov/sbirsearch/detail/2194871
"MOLECULAR EXPRESS, INC","MOLECULAR EXPRESS, INC",N/A,N/A,"$569,807.00",Phase I,SBIR,PHS2021-1,https://legacy.www.sbir.gov/sbirsearch/detail/2194943
"MOLECULAR EXPRESS, INC","MOLECULAR EXPRESS, INC",N/A,N/A,"$299,961.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/1944763
"MOLECULAR EXPRESS, INC","MOLECULAR EXPRESS, INC",N/A,N/A,"$299,993.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/1944811
"PERFECT EXPRESSION, INC.","PERFECT EXPRESSION, INC.",N/A,N/A,"$156,868.00",Phase I,STTR,PHS2009-2,https://legacy.www.sbir.gov/sbirsearch/detail/194417
"PIONEER VALLEY EDUCATIONAL PRESS, INC.","PIONEER VALLEY EDUCATIONAL PRESS, INC.",07/01/2015,06/30/2016,"$150,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/879793
Preservation By Pressurization,Preservation By Pressurization,N/A,N/A,"$47,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/280296
"PRESSURE BIOSCIENCES, INC.","PRESSURE BIOSCIENCES, INC.",12/01/2014,11/30/2018,"$1,020,969.00",Phase II,SBIR,PA14-071,https://legacy.www.sbir.gov/sbirsearch/detail/1031871
"PRESSURE BIOSCIENCES, INC.","PRESSURE BIOSCIENCES, INC.",N/A,N/A,"$141,093.00",Phase I,SBIR,PA12-088,https://legacy.www.sbir.gov/sbirsearch/detail/678164
"PRESSURE BIOSCIENCES, INC.","PRESSURE BIOSCIENCES, INC.",N/A,N/A,"$160,978.00",Phase I,SBIR,PA10-050,https://legacy.www.sbir.gov/sbirsearch/detail/368473
"PRESSURE BIOSCIENCES, INC.","PRESSURE BIOSCIENCES, INC.",09/12/2011,N/A,"$749,988.00",Phase II,SBIR,2009.3,https://legacy.www.sbir.gov/sbirsearch/detail/383755
"PRESSURE BIOSCIENCES, INC.","PRESSURE BIOSCIENCES, INC.",03/30/2010,10/31/2010,"$99,934.00",Phase I,SBIR,2009.3,https://legacy.www.sbir.gov/sbirsearch/detail/9193
"PRESSURE BIOSCIENCES, INC.","PRESSURE BIOSCIENCES, INC.",N/A,N/A,"$109,998.00",Phase I,SBIR,PHS2009-2,https://legacy.www.sbir.gov/sbirsearch/detail/280306
"PRESSURE BIOSCIENCES, INC.","PRESSURE BIOSCIENCES, INC.",N/A,N/A,"$845,299.00",Phase II,SBIR,PHS2007-2,https://legacy.www.sbir.gov/sbirsearch/detail/280304
"PRESSURE BIOSCIENCES, INC.","PRESSURE BIOSCIENCES, INC.",N/A,N/A,"$150,001.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/280302
"PRESSURE BIOSCIENCES, INC.","PRESSURE BIOSCIENCES, INC.",N/A,N/A,"$149,470.00",Phase I,SBIR,PHS2006-2,https://legacy.www.sbir.gov/sbirsearch/detail/280300
"Pressure Products Company, Inc.","Pressure Products Company, Inc.",N/A,N/A,"$98,600.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/280310
"PRESSURE PROFILE SYSTEMS, INC.","PRESSURE PROFILE SYSTEMS, INC.",06/15/2017,05/31/2020,"$1,602,799.00",Phase II,SBIR,PA18-591,https://legacy.www.sbir.gov/sbirsearch/detail/1305891
"PRESSURE PROFILE SYSTEMS, INC.","PRESSURE PROFILE SYSTEMS, INC.",N/A,N/A,$0.00,Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/280318
"PRESSURE PROFILE SYSTEMS, INC.","PRESSURE PROFILE SYSTEMS, INC.",N/A,N/A,"$1,038,154.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/280320
"PRESSURE PROFILE SYSTEMS, INC.","PRESSURE PROFILE SYSTEMS, INC.",N/A,N/A,"$111,053.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/280314
"PRESSURE PROFILE SYSTEMS, INC.","PRESSURE PROFILE SYSTEMS, INC.",N/A,N/A,"$69,991.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/280316
"Pressure Technology, Inc.","Pressure Technology, Inc.",N/A,N/A,"$94,373.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/280324
"PROTEIN EXPRESS, INC.","PROTEIN EXPRESS, INC.",02/19/2009,08/19/2009,"$99,996.00",Phase I,SBIR,2008.2,https://legacy.www.sbir.gov/sbirsearch/detail/282921
"PROTEIN EXPRESS, INC.","PROTEIN EXPRESS, INC.",N/A,N/A,"$100,000.00",Phase I,SBIR,PHS2004-2,https://legacy.www.sbir.gov/sbirsearch/detail/282915
"PROTEIN EXPRESS, INC.","PROTEIN EXPRESS, INC.",N/A,N/A,"$100,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/282913
"PROTEIN EXPRESS, INC.","PROTEIN EXPRESS, INC.",N/A,N/A,"$99,452.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/282911
"PROTEIN EXPRESS, INC.","PROTEIN EXPRESS, INC.",N/A,N/A,"$98,753.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/282917
"PROTEIN EXPRESS, INC.","PROTEIN EXPRESS, INC.",N/A,N/A,"$99,332.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/282919
PSYCH PRODUCTS PRESS,PSYCH PRODUCTS PRESS,N/A,N/A,"$103,298.00",Phase I,SBIR,PHS2006-2,https://legacy.www.sbir.gov/sbirsearch/detail/283475
PSYCH PRODUCTS PRESS,PSYCH PRODUCTS PRESS,N/A,N/A,"$812,980.00",Phase II,SBIR,PHS2005-2,https://legacy.www.sbir.gov/sbirsearch/detail/283469
PSYCH PRODUCTS PRESS,PSYCH PRODUCTS PRESS,N/A,N/A,"$999,162.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/283471
PSYCH PRODUCTS PRESS,PSYCH PRODUCTS PRESS,N/A,N/A,$0.00,Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/283473
PSYCH PRODUCTS PRESS,PSYCH PRODUCTS PRESS,N/A,N/A,"$106,659.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/283467
PSYCH PRODUCTS PRESS,PSYCH PRODUCTS PRESS,N/A,N/A,"$327,580.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/283465
PSYCH PRODUCTS PRESS,PSYCH PRODUCTS PRESS,N/A,N/A,"$99,999.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/283477
PSYCH PRODUCTS PRESS,PSYCH PRODUCTS PRESS,N/A,N/A,"$100,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/283463
Research Psychologists Press,Research Psychologists Press,N/A,N/A,"$50,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/292181
"RESONO PRESSURE SYSTEMS, INC.","RESONO PRESSURE SYSTEMS, INC.",08/17/2022,03/17/2024,"$1,350,000.00",Phase II,SBIR,X22.1,https://legacy.www.sbir.gov/sbirsearch/detail/2324905
"RESONO PRESSURE SYSTEMS, INC.","RESONO PRESSURE SYSTEMS, INC.",12/12/2019,12/12/2020,"$25,000.00",Phase I,STTR,19.C,https://legacy.www.sbir.gov/sbirsearch/detail/1934677
