Keyword Search,Company Name,Start Date,End Date,Funding Amount,Phase,Program,Solicitation Number,Source Link
"PZA INNOVATION LLC,PZA INNOVATION LLC,01/01/2022,10/31/2023,"$250,509.00",Phase I,SBIR,NSF 21-562,https://legacy.www.sbir.gov/sbirsearch/detail/2288789
"SpringGem Weather Information, LLC","SpringGem Weather Information, LLC",02/01/2020,01/31/2021,"$225,000.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/1704901
"TAO SYSTEMS, INC.","TAO SYSTEMS, INC.",,,"$69,317.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/326472
SeeHear LLC,SeeHear LLC,09/01/2019,08/31/2021,"$1,000,757.00",Phase II,SBIR,PA18-573,https://legacy.www.sbir.gov/sbirsearch/detail/1685799
SeeHear LLC,SeeHear LLC,06/01/2017,11/30/2018,"$148,746.00",Phase I,SBIR,PA16-302,https://legacy.www.sbir.gov/sbirsearch/detail/1305299
SeeHear LLC,SeeHear LLC,09/01/2017,08/31/2019,"$147,919.00",Phase I,SBIR,PA16-302,https://legacy.www.sbir.gov/sbirsearch/detail/1322891
MIMOCLOUD INC,MIMOCLOUD INC,07/21/2015,01/17/2016,"$80,000.00",Phase I,SBIR,2015.1,https://legacy.www.sbir.gov/sbirsearch/detail/979601
MIMOCLOUD INC,MIMOCLOUD INC,07/15/2014,01/11/2015,"$80,000.00",Phase I,SBIR,2014.1,https://legacy.www.sbir.gov/sbirsearch/detail/689599
MIMOCLOUD INC,MIMOCLOUD INC,07/01/2013,04/30/2014,"$77,868.00",Phase I,STTR,2013.A,https://legacy.www.sbir.gov/sbirsearch/detail/415025
MIMOCLOUD INC,MIMOCLOUD INC,08/15/2011,,"$99,821.00",Phase I,STTR,2010.B,https://legacy.www.sbir.gov/sbirsearch/detail/377268
"Phase, Inc.","Phase, Inc.",04/19/2023,03/31/2025,"$1,066,595.00",Phase II,SBIR,PA22-176,https://legacy.www.sbir.gov/sbirsearch/detail/2510067
"Phase, Inc.","Phase, Inc.",09/01/2021,02/28/2022,"$173,631.00",Phase I,SBIR,PA20-260,https://legacy.www.sbir.gov/sbirsearch/detail/2190109
ASTEK DIAGNOSTICS INC.,ASTEK DIAGNOSTICS INC.,05/01/2023,12/31/2023,"$274,587.00",Phase I,SBIR,NSF 22-551,https://legacy.www.sbir.gov/sbirsearch/detail/2444333
ASTEK DIAGNOSTICS INC.,ASTEK DIAGNOSTICS INC.,12/15/2021,08/31/2022,"$255,975.00",Phase I,SBIR,NSF 21-562,https://legacy.www.sbir.gov/sbirsearch/detail/2288357
GLYCAN THERAPEUTICS CORPORATION,GLYCAN THERAPEUTICS CORPORATION,07/01/2023,06/30/2024,"$400,000.00",Phase I,STTR,PA22-178,https://legacy.www.sbir.gov/sbirsearch/detail/2503797
GLYCAN THERAPEUTICS CORPORATION,GLYCAN THERAPEUTICS CORPORATION,09/01/2023,08/31/2024,"$347,537.00",Phase I,STTR,PA22-178,https://legacy.www.sbir.gov/sbirsearch/detail/2503867
GLYCAN THERAPEUTICS CORPORATION,GLYCAN THERAPEUTICS CORPORATION,02/01/2023,01/31/2024,"$350,000.00",Phase I,SBIR,PA21-259,https://legacy.www.sbir.gov/sbirsearch/detail/2507107
GLYCAN THERAPEUTICS CORPORATION,GLYCAN THERAPEUTICS CORPORATION,08/16/2023,02/15/2024,"$355,989.00",Phase I,SBIR,PA22-176,https://legacy.www.sbir.gov/sbirsearch/detail/2509055
GLYCAN THERAPEUTICS CORPORATION,GLYCAN THERAPEUTICS CORPORATION,09/21/2023,03/21/2024,"$255,001.00",Phase I,SBIR,PA22-176,https://legacy.www.sbir.gov/sbirsearch/detail/2511829
GLYCAN THERAPEUTICS CORPORATION,GLYCAN THERAPEUTICS CORPORATION,09/06/2023,07/31/2025,"$874,308.00",Phase II,SBIR,PA22-176,https://legacy.www.sbir.gov/sbirsearch/detail/2512901
GLYCAN THERAPEUTICS CORPORATION,GLYCAN THERAPEUTICS CORPORATION,05/01/2022,01/31/2023,"$331,634.00",Phase I,SBIR,PA21-259,https://legacy.www.sbir.gov/sbirsearch/detail/2338163
GLYCAN THERAPEUTICS CORPORATION,GLYCAN THERAPEUTICS CORPORATION,09/17/2022,08/31/2024,"$1,977,542.00",Phase II,SBIR,PA21-259,https://legacy.www.sbir.gov/sbirsearch/detail/2340039
GLYCAN THERAPEUTICS CORPORATION,GLYCAN THERAPEUTICS CORPORATION,09/15/2021,05/14/2022,"$300,000.00",Phase I,SBIR,PA20-260,https://legacy.www.sbir.gov/sbirsearch/detail/2186713
GLYCAN THERAPEUTICS CORPORATION,GLYCAN THERAPEUTICS CORPORATION,09/14/2021,05/31/2022,"$231,139.00",Phase I,SBIR,PA20-260,https://legacy.www.sbir.gov/sbirsearch/detail/2191121
ERROR CORP.,ERROR CORP.,04/03/2023,04/02/2025,"$1,645,510.00",Phase II,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/2440727
ERROR CORP.,ERROR CORP.,02/14/2022,02/13/2023,"$256,412.00",Phase I,STTR,DE-FOA-0002554,https://legacy.www.sbir.gov/sbirsearch/detail/2284581
ERROR CORP.,ERROR CORP.,09/15/2022,08/31/2023,"$255,414.00",Phase I,SBIR,NSF 21-562,https://legacy.www.sbir.gov/sbirsearch/detail/2290357
"WEINBERG MEDICAL PHYSICS, INC.","WEINBERG MEDICAL PHYSICS, INC.",10/29/2021,02/03/2022,"$49,948.00",Phase I,SBIR,X21.2,https://legacy.www.sbir.gov/sbirsearch/detail/2215599
"WEINBERG MEDICAL PHYSICS, INC.","WEINBERG MEDICAL PHYSICS, INC.",09/01/2020,08/31/2022,"$1,459,774.00",Phase II,SBIR,PAS18-187,https://legacy.www.sbir.gov/sbirsearch/detail/1917561
"WEINBERG MEDICAL PHYSICS, INC.","WEINBERG MEDICAL PHYSICS, INC.",09/15/2019,08/31/2020,"$610,649.00",Phase I,SBIR,PA18-591,https://legacy.www.sbir.gov/sbirsearch/detail/1685561
"WEINBERG MEDICAL PHYSICS, INC.","WEINBERG MEDICAL PHYSICS, INC.",03/01/2018,02/29/2020,"$229,701.00",Phase I,STTR,PA16-303,https://legacy.www.sbir.gov/sbirsearch/detail/1564857
"WEINBERG MEDICAL PHYSICS, INC.","WEINBERG MEDICAL PHYSICS, INC.",06/11/2018,01/10/2019,"$149,949.00",Phase I,STTR,2018.0,https://legacy.www.sbir.gov/sbirsearch/detail/1588283
"WEINBERG MEDICAL PHYSICS, INC.","WEINBERG MEDICAL PHYSICS, INC.",12/05/2016,11/30/2020,"$1,452,990.00",Phase II,SBIR,PA15-269,https://legacy.www.sbir.gov/sbirsearch/detail/1247707
"WEINBERG MEDICAL PHYSICS, INC.","WEINBERG MEDICAL PHYSICS, INC.",06/01/2017,05/31/2019,"$142,262.00",Phase I,STTR,PA16-303,https://legacy.www.sbir.gov/sbirsearch/detail/1304813
"WEINBERG MEDICAL PHYSICS, INC.","WEINBERG MEDICAL PHYSICS, INC.",08/01/2016,07/31/2018,"$298,706.00",Phase II,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/1160425
"WEINBERG MEDICAL PHYSICS, INC.","WEINBERG MEDICAL PHYSICS, INC.",08/15/2016,07/31/2019,"$2,358,398.00",Phase II,SBIR,PAR16-027,https://legacy.www.sbir.gov/sbirsearch/detail/1199483
"WEINBERG MEDICAL PHYSICS, INC.","WEINBERG MEDICAL PHYSICS, INC.",08/15/2016,07/31/2019,"$1,687,094.00",Phase I,SBIR,PAR16-027,https://legacy.www.sbir.gov/sbirsearch/detail/1324965
"INCEPTION ROBOTICS, LLC","INCEPTION ROBOTICS, LLC",08/09/2023,11/15/2023,"$149,719.34",Phase I,SBIR,23.4,https://legacy.www.sbir.gov/sbirsearch/detail/2567613
"INCEPTION ROBOTICS, LLC","INCEPTION ROBOTICS, LLC",03/15/2022,08/31/2023,"$255,428.00",Phase I,SBIR,NSF 21-562,https://legacy.www.sbir.gov/sbirsearch/detail/2287897
"SENTIMETRIX, INC.","SENTIMETRIX, INC.",,,"$2,049,554.00",Phase II,SBIR,BAA 75N91022R00027,https://legacy.www.sbir.gov/sbirsearch/detail/2580191
"SENTIMETRIX, INC.","SENTIMETRIX, INC.",,,"$454,907.00",Phase I,SBIR,PHS-2021-1,https://legacy.www.sbir.gov/sbirsearch/detail/2194465
"SENTIMETRIX, INC.","SENTIMETRIX, INC.",09/25/2017,02/28/2020,"$976,218.00",Phase II,SBIR,2012.2,https://legacy.www.sbir.gov/sbirsearch/detail/1468595
"SENTIMETRIX, INC.","SENTIMETRIX, INC.",06/18/2014,11/19/2016,"$720,522.00",Phase II,SBIR,2012.2,https://legacy.www.sbir.gov/sbirsearch/detail/689711
"SENTIMETRIX, INC.","SENTIMETRIX, INC.",01/23/2013,09/04/2013,"$149,978.00",Phase I,SBIR,2012.2,https://legacy.www.sbir.gov/sbirsearch/detail/408441
QubitSolve Inc.,QubitSolve Inc.,09/01/2023,02/29/2024,"$275,000.00",Phase I,SBIR,NSF 23-515,https://legacy.www.sbir.gov/sbirsearch/detail/2481753
"Precision Neuroscopics, Inc","Precision Neuroscopics, Inc",09/01/2022,08/31/2024,"$256,448.00",Phase I,STTR,PA21-262,https://legacy.www.sbir.gov/sbirsearch/detail/2299801
"Precision Neuroscopics, Inc","Precision Neuroscopics, Inc",09/15/2021,08/31/2023,"$1,000,000.00",Phase II,STTR,NSF 20-546,https://legacy.www.sbir.gov/sbirsearch/detail/2102061
"Precision Neuroscopics, Inc","Precision Neuroscopics, Inc",02/15/2019,01/31/2020,"$224,999.00",Phase I,STTR,,https://legacy.www.sbir.gov/sbirsearch/detail/1585443
"SinnovaTek, Inc.","SinnovaTek, Inc.",08/10/2021,08/31/2023,"$649,853.00",Phase II,SBIR,USDA-NIFA-SBIR-008102,https://legacy.www.sbir.gov/sbirsearch/detail/2196429
"SinnovaTek, Inc.","SinnovaTek, Inc.",07/27/2020,04/30/2021,"$100,000.00",Phase I,SBIR,USDA-NIFA-SBIR-006790,https://legacy.www.sbir.gov/sbirsearch/detail/1906393
"SinnovaTek, Inc.","SinnovaTek, Inc.",08/01/2018,07/31/2019,"$97,917.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/1548941
"NEXTSTEP ROBOTICS, INC.","NEXTSTEP ROBOTICS, INC.",05/01/2021,02/28/2025,"$3,038,856.00",Phase II,SBIR,NS18-012,https://legacy.www.sbir.gov/sbirsearch/detail/2192393
"NEXTSTEP ROBOTICS, INC.","NEXTSTEP ROBOTICS, INC.",08/15/2019,07/31/2020,"$1,057,060.00",Phase I,SBIR,PA18-591,https://legacy.www.sbir.gov/sbirsearch/detail/1679815
"Spheringenics, Inc.","Spheringenics, Inc.",09/11/2015,02/15/2018,"$997,779.00",Phase II,SBIR,2010.3,https://legacy.www.sbir.gov/sbirsearch/detail/869367
"Spheringenics, Inc.","Spheringenics, Inc.",03/27/2012,,"$729,999.00",Phase II,SBIR,2010.3,https://legacy.www.sbir.gov/sbirsearch/detail/397923
"Spheringenics, Inc.","Spheringenics, Inc.",03/23/2011,,"$150,000.00",Phase I,SBIR,2010.3,https://legacy.www.sbir.gov/sbirsearch/detail/379831
"VORTEX SPACE SYSTEMS, LLC","VORTEX SPACE SYSTEMS, LLC",04/15/2023,03/31/2024,"$274,454.00",Phase I,STTR,NSF 22-551,https://legacy.www.sbir.gov/sbirsearch/detail/2445449
SecondWrite LLC,SecondWrite LLC,09/01/2014,08/31/2016,"$750,000.00",Phase II,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/704803
SecondWrite LLC,SecondWrite LLC,07/01/2013,06/30/2014,"$150,000.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/683492
"QUIDIENT, LLC","QUIDIENT, LLC",02/07/2023,11/11/2024,"$1,244,616.00",Phase II,SBIR,X23.4,https://legacy.www.sbir.gov/sbirsearch/detail/2561541
"QUIDIENT, LLC","QUIDIENT, LLC",02/27/2023,05/28/2024,"$1,694,709.00",Phase II,SBIR,X23.4,https://legacy.www.sbir.gov/sbirsearch/detail/2561545
"QUIDIENT, LLC","QUIDIENT, LLC",08/23/2023,03/27/2025,"$1,245,150.00",Phase II,STTR,X22.D,https://legacy.www.sbir.gov/sbirsearch/detail/2563919
"QUIDIENT, LLC","QUIDIENT, LLC",05/02/2023,08/07/2023,"$74,997.00",Phase I,SBIR,X23.5,https://legacy.www.sbir.gov/sbirsearch/detail/2565001
"QUIDIENT, LLC","QUIDIENT, LLC",11/04/2022,02/04/2023,"$74,998.00",Phase I,STTR,X22.D,https://legacy.www.sbir.gov/sbirsearch/detail/2576023
"QUIDIENT, LLC","QUIDIENT, LLC",11/03/2021,02/03/2022,"$49,999.00",Phase I,SBIR,X21.2,https://legacy.www.sbir.gov/sbirsearch/detail/2218261
"QUIDIENT, LLC","QUIDIENT, LLC",05/03/2022,02/06/2024,"$1,249,962.00",Phase II,SBIR,X22.1,https://legacy.www.sbir.gov/sbirsearch/detail/2325357
"QUIDIENT, LLC","QUIDIENT, LLC",08/17/2022,01/13/2023,"$249,989.00",Phase I,STTR,X21.S,https://legacy.www.sbir.gov/sbirsearch/detail/2326593
"QUIDIENT, LLC","QUIDIENT, LLC",07/19/2022,10/23/2023,"$749,989.00",Phase II,SBIR,X21.2,https://legacy.www.sbir.gov/sbirsearch/detail/2348529
"QUIDIENT, LLC","QUIDIENT, LLC",04/15/2021,07/19/2021,"$50,000.00",Phase I,SBIR,X21.1,https://legacy.www.sbir.gov/sbirsearch/detail/2172151
"REMBAC ENVIRONMENTAL, LLC","REMBAC ENVIRONMENTAL, LLC",09/01/2023,07/31/2025,"$644,865.00",Phase II,SBIR,PA22-176,https://legacy.www.sbir.gov/sbirsearch/detail/2511641
"REMBAC ENVIRONMENTAL, LLC","REMBAC ENVIRONMENTAL, LLC",07/01/2020,06/30/2021,"$140,326.00",Phase I,SBIR,PA19-272,https://legacy.www.sbir.gov/sbirsearch/detail/1913905
"Predictive, LLC","Predictive, LLC",12/20/2021,11/30/2022,"$255,538.00",Phase I,STTR,ES21-003,https://legacy.www.sbir.gov/sbirsearch/detail/2299067
"Predictive, LLC","Predictive, LLC",08/13/2021,07/31/2022,"$255,537.00",Phase I,STTR,PA20-265,https://legacy.www.sbir.gov/sbirsearch/detail/2190277
"Predictive, LLC","Predictive, LLC",09/09/2020,08/31/2021,"$167,910.00",Phase I,SBIR,PA19-272,https://legacy.www.sbir.gov/sbirsearch/detail/1914841
LIATRIS INC.,LIATRIS INC.,03/01/2022,02/29/2024,"$999,495.00",Phase II,SBIR,NSF 21-565,https://legacy.www.sbir.gov/sbirsearch/detail/2289249
LIATRIS INC.,LIATRIS INC.,06/01/2020,05/31/2021,"$224,969.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/1705165
Awarables Inc.,Awarables Inc.,01/01/2016,06/30/2016,"$149,941.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/965717
Awarables Inc.,Awarables Inc.,07/01/2014,12/31/2014,"$149,028.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/704522
Awarables Inc.,Awarables Inc.,12/19/2014,06/18/2015,"$148,600.00",Phase I,SBIR,2014.1,https://legacy.www.sbir.gov/sbirsearch/detail/815833
"CoapTech, LLC","CoapTech, LLC",09/22/2020,08/31/2022,"$1,542,292.00",Phase II,SBIR,PA19-273,https://legacy.www.sbir.gov/sbirsearch/detail/1917765
"CoapTech, LLC","CoapTech, LLC",09/20/2019,02/28/2020,"$224,614.00",Phase I,SBIR,PA18-574,https://legacy.www.sbir.gov/sbirsearch/detail/1687347
"CoapTech, LLC","CoapTech, LLC",08/01/2019,07/31/2021,"$1,234,262.00",Phase II,SBIR,PAR18-108,https://legacy.www.sbir.gov/sbirsearch/detail/1689681
"CoapTech, LLC","CoapTech, LLC",09/15/2017,02/28/2018,"$225,000.00",Phase I,SBIR,PA16-302,https://legacy.www.sbir.gov/sbirsearch/detail/1320987
CykloBurn Technologies LLC,CykloBurn Technologies LLC,06/15/2018,11/30/2018,"$225,000.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/1521873
LUVOZO PBC,LUVOZO PBC,01/01/2016,06/30/2016,"$150,000.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/965483
OPAL HTM INC,OPAL HTM INC,09/01/2023,08/31/2024,"$275,000.00",Phase I,STTR,NSF 23-515,https://legacy.www.sbir.gov/sbirsearch/detail/2483207
"REDSHRED, LLC","REDSHRED, LLC",06/05/2023,06/05/2025,"$1,799,952.00",Phase II,SBIR,23.1,https://legacy.www.sbir.gov/sbirsearch/detail/2561713
"REDSHRED, LLC","REDSHRED, LLC",11/19/2021,02/21/2022,"$49,999.00",Phase I,STTR,X21.B,https://legacy.www.sbir.gov/sbirsearch/detail/2217205
"REDSHRED, LLC","REDSHRED, LLC",08/29/2022,08/29/2025,"$3,532,514.53",Phase II,SBIR,19.2,https://legacy.www.sbir.gov/sbirsearch/detail/2331315
"REDSHRED, LLC","REDSHRED, LLC",03/12/2021,06/14/2022,"$749,997.12",Phase II,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/2165081
"REDSHRED, LLC","REDSHRED, LLC",08/06/2021,11/09/2022,"$750,000.00",Phase II,SBIR,X21.1,https://legacy.www.sbir.gov/sbirsearch/detail/2167647
"REDSHRED, LLC","REDSHRED, LLC",09/01/2021,08/31/2023,"$400,000.00",Phase II,SBIR,2021-NIST-SBIR-02,https://legacy.www.sbir.gov/sbirsearch/detail/2195745
"REDSHRED, LLC","REDSHRED, LLC",09/01/2020,02/28/2021,"$100,000.00",Phase I,SBIR,2020-NIST-SBIR-01,https://legacy.www.sbir.gov/sbirsearch/detail/1714163
"REDSHRED, LLC","REDSHRED, LLC",03/09/2020,06/09/2020,"$49,938.00",Phase I,SBIR,X20.1,https://legacy.www.sbir.gov/sbirsearch/detail/1942139
"REDSHRED, LLC","REDSHRED, LLC",08/02/2019,08/02/2021,"$749,998.00",Phase II,SBIR,19.2,https://legacy.www.sbir.gov/sbirsearch/detail/1861921
"REDSHRED, LLC","REDSHRED, LLC",04/01/2018,09/30/2019,"$744,593.00",Phase II,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/1500123
SILVEC BIOLOGICS INC,SILVEC BIOLOGICS INC,09/15/2023,08/31/2025,"$994,939.00",Phase II,SBIR,NSF 22-552,https://legacy.www.sbir.gov/sbirsearch/detail/2482321
SILVEC BIOLOGICS INC,SILVEC BIOLOGICS INC,08/14/2023,08/31/2025,"$650,000.00",Phase II,SBIR,USDA-NIFA-SBIR-009642,https://legacy.www.sbir.gov/sbirsearch/detail/2488171
SILVEC BIOLOGICS INC,SILVEC BIOLOGICS INC,04/07/2022,01/14/2023,"$174,964.00",Phase I,SBIR,USDA-NIFA-SBIR-008541,https://legacy.www.sbir.gov/sbirsearch/detail/2271327
SILVEC BIOLOGICS INC,SILVEC BIOLOGICS INC,02/15/2021,01/31/2022,"$255,990.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/2080319
ACCELEVIR DIAGNOSTICS LLC,ACCELEVIR DIAGNOSTICS LLC,,,"$2,000,000.00",Phase II,SBIR,75N93022R00025,https://legacy.www.sbir.gov/sbirsearch/detail/2580371
ACCELEVIR DIAGNOSTICS LLC,ACCELEVIR DIAGNOSTICS LLC,07/23/2021,06/30/2022,"$300,000.00",Phase I,SBIR,PA20-260,https://legacy.www.sbir.gov/sbirsearch/detail/2190255
ACCELEVIR DIAGNOSTICS LLC,ACCELEVIR DIAGNOSTICS LLC,07/07/2021,06/30/2023,"$600,000.00",Phase I,SBIR,PA20-260,https://legacy.www.sbir.gov/sbirsearch/detail/2190315
ACCELEVIR DIAGNOSTICS LLC,ACCELEVIR DIAGNOSTICS LLC,12/12/2019,11/30/2020,"$300,000.00",Phase I,SBIR,PA18-574,https://legacy.www.sbir.gov/sbirsearch/detail/1909083
ACCELEVIR DIAGNOSTICS LLC,ACCELEVIR DIAGNOSTICS LLC,,,"$299,975.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/1944859
ACCELEVIR DIAGNOSTICS LLC,ACCELEVIR DIAGNOSTICS LLC,01/01/2018,12/31/2020,"$2,000,000.00",Phase II,SBIR,PA16-302,https://legacy.www.sbir.gov/sbirsearch/detail/1565411
ACCELEVIR DIAGNOSTICS LLC,ACCELEVIR DIAGNOSTICS LLC,08/15/2018,07/31/2019,"$300,000.00",Phase I,SBIR,PA18-574,https://legacy.www.sbir.gov/sbirsearch/detail/1571655
ACCELEVIR DIAGNOSTICS LLC,ACCELEVIR DIAGNOSTICS LLC,08/18/2017,09/30/2019,"$288,740.00",Phase I,SBIR,PA14-101,https://legacy.www.sbir.gov/sbirsearch/detail/1322751
ACCELEVIR DIAGNOSTICS LLC,ACCELEVIR DIAGNOSTICS LLC,08/01/2017,10/31/2018,"$297,200.00",Phase I,SBIR,PA14-101,https://legacy.www.sbir.gov/sbirsearch/detail/1322787
ACCELEVIR DIAGNOSTICS LLC,ACCELEVIR DIAGNOSTICS LLC,09/15/2017,08/31/2019,"$500,000.00",Phase II,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/1355891
Advanced Aircraft Company LLC,Advanced Aircraft Company LLC,08/30/2023,03/03/2025,"$1,249,992.00",Phase II,SBIR,X23.6,https://legacy.www.sbir.gov/sbirsearch/detail/2561961
Advanced Aircraft Company LLC,Advanced Aircraft Company LLC,12/15/2021,03/17/2022,"$49,999.00",Phase I,SBIR,X21.2,https://legacy.www.sbir.gov/sbirsearch/detail/2216061
Advanced Aircraft Company LLC,Advanced Aircraft Company LLC,07/22/2022,10/25/2023,"$749,999.00",Phase II,SBIR,X21.2,https://legacy.www.sbir.gov/sbirsearch/detail/2348777
ARMAMENTS RESEARCH COMPANY INC.,ARMAMENTS RESEARCH COMPANY INC.,06/06/2023,05/24/2027,"$3,499,596.84",Phase II,SBIR,X20.2,https://legacy.www.sbir.gov/sbirsearch/detail/2568563
ARMAMENTS RESEARCH COMPANY INC.,ARMAMENTS RESEARCH COMPANY INC.,05/01/2020,05/01/2022,"$1,499,887.00",Phase II,SBIR,DoD SBIR X19.2,https://legacy.www.sbir.gov/sbirsearch/detail/1966839
ARMAMENTS RESEARCH COMPANY INC.,ARMAMENTS RESEARCH COMPANY INC.,03/09/2020,06/09/2020,"$50,000.00",Phase I,SBIR,20.1,https://legacy.www.sbir.gov/sbirsearch/detail/1967495
ARMAMENTS RESEARCH COMPANY INC.,ARMAMENTS RESEARCH COMPANY INC.,09/01/2019,08/31/2020,"$750,000.00",Phase II,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/1644443
ARMAMENTS RESEARCH COMPANY INC.,ARMAMENTS RESEARCH COMPANY INC.,01/31/2019,01/31/2020,"$74,680.00",Phase I,SBIR,18.3,https://legacy.www.sbir.gov/sbirsearch/detail/1852967
ARMAMENTS RESEARCH COMPANY INC.,ARMAMENTS RESEARCH COMPANY INC.,06/15/2018,05/31/2019,"$225,000.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/1522085
CELEFLUX LLC,CELEFLUX LLC,06/01/2020,04/30/2021,"$224,998.00",Phase I,STTR,,https://legacy.www.sbir.gov/sbirsearch/detail/1705583
CELEFLUX LLC,CELEFLUX LLC,09/15/2020,08/31/2021,"$298,531.00",Phase I,STTR,PA19-270,https://legacy.www.sbir.gov/sbirsearch/detail/1914595
"Maxterial, Inc.","Maxterial, Inc.",02/22/2021,02/21/2022,"$206,500.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/2057123
"Maxterial, Inc.","Maxterial, Inc.",03/01/2017,02/28/2019,"$735,060.00",Phase II,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/1246245
"Nanochon, Inc.","Nanochon, Inc.",07/01/2017,12/31/2017,"$225,000.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/1345067
"NASACLIP, INC.","NASACLIP, INC.",03/01/2022,02/28/2023,"$256,000.00",Phase I,SBIR,NSF 21-562,https://legacy.www.sbir.gov/sbirsearch/detail/2290381
"PANCOPIA, INC.","PANCOPIA, INC.",08/21/2023,08/20/2025,"$1,149,991.00",Phase II,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/2495481
"PANCOPIA, INC.","PANCOPIA, INC.",08/23/2023,08/22/2025,"$1,149,998.00",Phase II,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/2495487
"PANCOPIA, INC.","PANCOPIA, INC.",06/27/2022,04/26/2023,"$200,000.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/2276703
"PANCOPIA, INC.","PANCOPIA, INC.",06/27/2022,04/26/2023,"$200,000.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/2276955
"PANCOPIA, INC.","PANCOPIA, INC.",08/23/2021,08/22/2023,"$1,099,999.00",Phase II,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/2104633
