Keyword Search,Company Name,Start Date,End Date,Funding Amount,Phase,Program,Solicitation Number,Source Link
6crickets Inc.,6crickets Inc.,01/01/2019,09/30/2019,"$225,000.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/1584453
"Cricket System Incorporated,The","Cricket System Incorporated,The",06/20/2013,06/19/2015,"$914,241.00",Phase II,SBIR,2011.2,https://legacy.www.sbir.gov/sbirsearch/detail/666570
"Cricket System Incorporated,The","Cricket System Incorporated,The",10/28/2011,04/30/2012,"$148,779.00",Phase I,SBIR,2011.2,https://legacy.www.sbir.gov/sbirsearch/detail/398405
"MIGHTY CRICKET, INC","MIGHTY CRICKET, INC",05/04/2023,02/29/2024,"$131,500.00",Phase I,SBIR,USDA-NIFA-SBIR-009301,https://legacy.www.sbir.gov/sbirsearch/detail/2487715
"Bioresp Technologies, Inc.","Bioresp Technologies, Inc.",05/01/2018,03/31/2019,"$225,000.00",Phase I,SBIR,PA16-302,https://legacy.www.sbir.gov/sbirsearch/detail/1565335
"Chromatofast, Inc.","Chromatofast, Inc.",,,"$70,000.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/125550
"Chromatofast, Inc.","Chromatofast, Inc.",,,"$750,000.00",Phase II,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/125544
"Chromatofast, Inc.","Chromatofast, Inc.",,,"$750,000.00",Phase II,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/125546
"Chromatofast, Inc.","Chromatofast, Inc.",,,"$75,000.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/125542
"Chromatofast, Inc.","Chromatofast, Inc.",,,"$100,000.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/125548
"Chromatofast, Inc.","Chromatofast, Inc.",,,"$300,000.00",Phase II,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/125540
"Chromatofast, Inc.","Chromatofast, Inc.",,,"$65,000.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/125552
Damona Service Co. & Fastenix,Damona Service Co. & Fastenix,,,"$99,662.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/141472
FAST FIT TECHNOLOGIES LLC,FAST FIT TECHNOLOGIES LLC,12/07/2020,11/25/2022,"$1,200,000.00",Phase II,SBIR,16.3,https://legacy.www.sbir.gov/sbirsearch/detail/2178457
FAST FIT TECHNOLOGIES LLC,FAST FIT TECHNOLOGIES LLC,11/02/2017,04/03/2020,"$999,820.49",Phase II,SBIR,16.3,https://legacy.www.sbir.gov/sbirsearch/detail/1514537
FAST FIT TECHNOLOGIES LLC,FAST FIT TECHNOLOGIES LLC,03/08/2017,03/29/2018,"$149,914.80",Phase I,SBIR,2016.3,https://legacy.www.sbir.gov/sbirsearch/detail/1484315
"Fast Forward Devices, LLC","Fast Forward Devices, LLC",,,"$100,000.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/165171
Fast Mathematical Algorithms,Fast Mathematical Algorithms,,,"$374,906.00",Phase II,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/165177
Fast Mathematical Algorithms,Fast Mathematical Algorithms,,,"$336,974.00",Phase II,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/165175
Fast Mathematical Algorithms,Fast Mathematical Algorithms,,,"$99,996.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/165179
Fast Mathematical Algorithms,Fast Mathematical Algorithms,,,"$52,730.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/165181
Fast Track Amphibian LLC,Fast Track Amphibian LLC,10/15/2010,,"$80,000.00",Phase I,SBIR,2010.2,https://legacy.www.sbir.gov/sbirsearch/detail/381895
Fastcap Systems Corporation,Fastcap Systems Corporation,10/29/2021,02/07/2022,"$49,558.00",Phase I,SBIR,X21.2,https://legacy.www.sbir.gov/sbirsearch/detail/2215701
Fastcap Systems Corporation,Fastcap Systems Corporation,03/09/2020,06/09/2020,"$49,999.00",Phase I,SBIR,X20.1,https://legacy.www.sbir.gov/sbirsearch/detail/1941193
Fastcap Systems Corporation,Fastcap Systems Corporation,04/19/2017,07/18/2018,"$724,208.00",Phase II,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/1426215
Fastcap Systems Corporation,Fastcap Systems Corporation,06/10/2016,12/09/2016,"$118,906.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/1217641
Fastcap Systems Corporation,Fastcap Systems Corporation,06/10/2016,12/09/2016,"$124,623.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/1217667
Fastcap Systems Corporation,Fastcap Systems Corporation,06/23/2016,12/22/2016,"$99,695.00",Phase I,SBIR,2016.3,https://legacy.www.sbir.gov/sbirsearch/detail/1254895
Fastcap Systems Corporation,Fastcap Systems Corporation,06/17/2015,12/17/2015,"$119,315.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/886473
Fastcap Systems Corporation,Fastcap Systems Corporation,06/17/2015,12/17/2015,"$107,273.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/888843
"FastDitch, Inc.","FastDitch, Inc.",,,"$268,467.00",Phase II,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/165187
"FastDitch, Inc.","FastDitch, Inc.",,,"$75,000.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/165185
"FASTER LOGIC, LLC","FASTER LOGIC, LLC",06/08/2020,11/11/2021,"$239,956.00",Phase I,STTR,A,https://legacy.www.sbir.gov/sbirsearch/detail/1926015
"Fastman, Inc.","Fastman, Inc.",,,"$99,311.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/165213
"Fastman, Inc.","Fastman, Inc.",,,"$99,311.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/165211
"Fastman, Inc.","Fastman, Inc.",,,"$599,914.00",Phase II,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/165201
"Fastman, Inc.","Fastman, Inc.",,,"$597,267.00",Phase II,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/165207
"Fastman, Inc.","Fastman, Inc.",,,"$70,000.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/165209
"Fastman, Inc.","Fastman, Inc.",,,"$70,000.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/165225
"Fastman, Inc.","Fastman, Inc.",,,"$49,779.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/165203
"Fastman, Inc.","Fastman, Inc.",,,"$50,000.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/165205
"Fastman, Inc.","Fastman, Inc.",,,"$50,000.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/165227
"Fastman, Inc.","Fastman, Inc.",,,"$52,895.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/165199
"FASTMETRIX, Inc","FASTMETRIX, Inc",,,"$600,000.00",Phase II,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/165231
"FASTMETRIX, Inc","FASTMETRIX, Inc",,,"$34,067.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/165233
"FASTPORT, INC.","FASTPORT, INC.",05/01/2020,08/31/2021,"$750,000.00",Phase II,SBIR,DoD SBIR X19.2,https://legacy.www.sbir.gov/sbirsearch/detail/1936873
"FASTPORT, INC.","FASTPORT, INC.",12/12/2019,12/12/2020,"$49,861.00",Phase I,SBIR,DoD SBIR X19.2,https://legacy.www.sbir.gov/sbirsearch/detail/1939247
"FASTPORT, INC.","FASTPORT, INC.",03/06/2019,06/04/2019,"$100,000.00",Phase I,SBIR,19.1,https://legacy.www.sbir.gov/sbirsearch/detail/1855659
Fastspan Inc,Fastspan Inc,,,"$48,500.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/165237
FASTVDO LLC,FASTVDO LLC,05/27/2020,12/14/2020,"$116,499.87",Phase I,SBIR,19.3,https://legacy.www.sbir.gov/sbirsearch/detail/1929607
FASTVDO LLC,FASTVDO LLC,10/31/2019,08/02/2021,"$500,000.03",Phase II,SBIR,18.2,https://legacy.www.sbir.gov/sbirsearch/detail/1932309
FASTVDO LLC,FASTVDO LLC,10/15/2018,03/15/2020,"$149,946.44",Phase I,SBIR,18.2,https://legacy.www.sbir.gov/sbirsearch/detail/1866225
FASTVDO LLC,FASTVDO LLC,05/31/2011,,"$746,273.00",Phase II,SBIR,2009.3,https://legacy.www.sbir.gov/sbirsearch/detail/384405
FASTVDO LLC,FASTVDO LLC,03/04/2010,12/03/2010,"$99,960.00",Phase I,SBIR,2009.3,https://legacy.www.sbir.gov/sbirsearch/detail/4517
FASTVDO LLC,FASTVDO LLC,07/14/2009,04/30/2010,"$70,000.00",Phase I,STTR,2009.A,https://legacy.www.sbir.gov/sbirsearch/detail/165265
FASTVDO LLC,FASTVDO LLC,07/20/2007,05/20/2008,"$69,946.00",Phase I,STTR,,https://legacy.www.sbir.gov/sbirsearch/detail/165262
FASTVDO LLC,FASTVDO LLC,04/24/2006,03/17/2010,"$992,208.00",Phase II,SBIR,2004.1,https://legacy.www.sbir.gov/sbirsearch/detail/165259
FASTVDO LLC,FASTVDO LLC,09/12/2005,09/12/2007,"$898,185.00",Phase II,SBIR,2003.2,https://legacy.www.sbir.gov/sbirsearch/detail/165249
FASTVDO LLC,FASTVDO LLC,03/12/2004,03/11/2006,"$446,699.00",Phase II,SBIR,2002.1,https://legacy.www.sbir.gov/sbirsearch/detail/165247
"FASTVISION, LLC","FASTVISION, LLC",08/01/2005,02/01/2006,"$70,000.00",Phase I,SBIR,2005.1,https://legacy.www.sbir.gov/sbirsearch/detail/165269
FASTWATT LLC,FASTWATT LLC,07/03/2023,07/15/2024,"$297,932.00",Phase II,SBIR,21.1,https://legacy.www.sbir.gov/sbirsearch/detail/2576189
FASTWATT LLC,FASTWATT LLC,08/23/2021,08/22/2023,"$1,565,249.00",Phase II,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/2104609
FASTWATT LLC,FASTWATT LLC,07/14/2021,10/24/2022,"$239,705.00",Phase I,SBIR,21.1,https://legacy.www.sbir.gov/sbirsearch/detail/2175759
FASTWATT LLC,FASTWATT LLC,09/08/2021,03/15/2022,"$138,705.00",Phase I,STTR,21.B,https://legacy.www.sbir.gov/sbirsearch/detail/2177293
FASTWATT LLC,FASTWATT LLC,06/29/2020,06/28/2021,"$242,800.00",Phase I,SBIR,DEFOA0002146,https://legacy.www.sbir.gov/sbirsearch/detail/1835231
Steadfast Inc.,Steadfast Inc.,,,"$282,400.00",Phase II,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/317691
Steadfast Inc.,Steadfast Inc.,,,"$68,847.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/317693
STEADFAST TECHNOLOGIES,STEADFAST TECHNOLOGIES,,,"$186,308.00",Phase II,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/317699
STEADFAST TECHNOLOGIES,STEADFAST TECHNOLOGIES,,,"$69,959.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/317697
STEADFAST TECHNOLOGIES,STEADFAST TECHNOLOGIES,,,"$371,881.00",Phase II,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/317703
STEADFAST TECHNOLOGIES,STEADFAST TECHNOLOGIES,,,"$51,200.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/317701
TYFAST ENERGY CORP,TYFAST ENERGY CORP,07/20/2023,07/19/2026,"$295,924.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/2529429
TYFAST ENERGY CORP,TYFAST ENERGY CORP,07/20/2023,07/19/2026,"$1,972,828.00",Phase II,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/2529437
TYFAST ENERGY CORP,TYFAST ENERGY CORP,07/20/2023,07/19/2026,"$554,447.00",Phase II,SBIR,DE-FOA-0002761,https://legacy.www.sbir.gov/sbirsearch/detail/2529443
TYFAST ENERGY CORP,TYFAST ENERGY CORP,03/15/2022,02/28/2023,"$256,000.00",Phase I,SBIR,NSF 21-562,https://legacy.www.sbir.gov/sbirsearch/detail/2289155
Ultrafast Sensors &,Ultrafast Sensors &,,,"$69,900.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/340846
AMPLIFIDX INC,AMPLIFIDX INC,05/01/2023,04/30/2025,"$286,775.00",Phase I,SBIR,PA21-259,https://legacy.www.sbir.gov/sbirsearch/detail/2507589
AMPLIFIDX INC,AMPLIFIDX INC,,,"$400,000.00",Phase I,SBIR,PHS-2022-1,https://legacy.www.sbir.gov/sbirsearch/detail/2313653
"CELL IDX, INC.","CELL IDX, INC.",09/25/2015,08/31/2018,"$1,261,326.00",Phase II,SBIR,PAR14-088,https://legacy.www.sbir.gov/sbirsearch/detail/1046509
"IDX Group, Inc.","IDX Group, Inc.",,,"$89,997.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/186903
"IDX LABS, LLC","IDX LABS, LLC",,,"$226,675.00",Phase I,SBIR,PHS2006-2,https://legacy.www.sbir.gov/sbirsearch/detail/1069137
"mFluiDx, Inc.","mFluiDx, Inc.",06/14/2019,05/31/2021,"$1,499,999.00",Phase II,SBIR,PA18-574,https://legacy.www.sbir.gov/sbirsearch/detail/1686535
"mFluiDx, Inc.","mFluiDx, Inc.",06/21/2018,05/31/2019,"$298,823.00",Phase I,SBIR,PA17-302,https://legacy.www.sbir.gov/sbirsearch/detail/1571203
"SiDx, Inc.","SiDx, Inc.",01/01/2021,12/31/2021,"$253,054.00",Phase I,SBIR,PA19-272,https://legacy.www.sbir.gov/sbirsearch/detail/2184697
"SiDx, Inc.","SiDx, Inc.",08/15/2019,06/30/2021,"$1,466,814.00",Phase II,SBIR,PA17-302,https://legacy.www.sbir.gov/sbirsearch/detail/1679439
"SiDx, Inc.","SiDx, Inc.",08/15/2018,07/31/2019,"$223,906.00",Phase I,SBIR,PA17-302,https://legacy.www.sbir.gov/sbirsearch/detail/1570973
"XEN BIOFLUIDX, INC","XEN BIOFLUIDX, INC",,,"$700,358.00",Phase I,SBIR,PA09-045,https://legacy.www.sbir.gov/sbirsearch/detail/400344
Nyx Illuminated Clothing Company,Nyx Illuminated Clothing Company,02/06/2008,02/05/2010,"$599,980.00",Phase II,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/253683
Nyx Illuminated Clothing Company,Nyx Illuminated Clothing Company,01/19/2007,07/23/2007,"$98,651.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/253681
Jabiru Software and Services,Jabiru Software and Services,01/29/2010,07/29/2010,"$99,900.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/6379
Jabiru Software and Services,Jabiru Software and Services,01/29/2010,07/29/2010,"$99,900.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/6381
Jabiru Software and Services,Jabiru Software and Services,01/22/2009,07/22/2009,"$99,792.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/205172
Jabiru Software and Services,Jabiru Software and Services,01/25/2008,07/24/2008,"$99,576.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/205170
Paul D. Jablonski,Paul D. Jablonski,,,"$99,989.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/267286
Richard Jablin And Associates,Richard Jablin And Associates,,,"$100,000.00",Phase II,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/293520
Richard Jablin And Associates,Richard Jablin And Associates,,,"$25,000.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/293522
SiteJabber,SiteJabber,09/01/2011,08/31/2013,"$500,000.00",Phase II,STTR,,https://legacy.www.sbir.gov/sbirsearch/detail/367032
SiteJabber,SiteJabber,,,"$149,600.00",Phase I,SBIR,NSF 09-609,https://legacy.www.sbir.gov/sbirsearch/detail/15015
MATCHSTICK TECHNOLOGIES INC,MATCHSTICK TECHNOLOGIES INC,09/09/2020,08/31/2023,"$2,135,829.00",Phase II,STTR,PA20-272,https://legacy.www.sbir.gov/sbirsearch/detail/1913573
MATCHSTICK TECHNOLOGIES INC,MATCHSTICK TECHNOLOGIES INC,09/18/2019,08/31/2020,"$302,399.00",Phase I,STTR,PA18-575,https://legacy.www.sbir.gov/sbirsearch/detail/1680755
MATCHSTICK TECHNOLOGIES INC,MATCHSTICK TECHNOLOGIES INC,09/01/2017,08/31/2019,"$767,187.00",Phase I,SBIR,PA16-302,https://legacy.www.sbir.gov/sbirsearch/detail/1324559
MATCHSTICK TECHNOLOGIES INC,MATCHSTICK TECHNOLOGIES INC,09/01/2017,08/31/2019,"$1,476,613.00",Phase II,SBIR,PA16-302,https://legacy.www.sbir.gov/sbirsearch/detail/1566711
AMBIHARV INC.,AMBIHARV INC.,07/01/2013,03/31/2014,"$149,992.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/683436
(DCS) DIMENSIONAL CONTROL SYSTEMS,(DCS) DIMENSIONAL CONTROL SYSTEMS,,,"$749,988.00",Phase II,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/71402
(DCS) DIMENSIONAL CONTROL SYSTEMS,(DCS) DIMENSIONAL CONTROL SYSTEMS,,,"$69,999.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/71404
"109 Therapeutics, Inc.","109 Therapeutics, Inc.",09/30/2021,06/29/2022,"$263,051.00",Phase I,SBIR,PA20-272,https://legacy.www.sbir.gov/sbirsearch/detail/2191659
"109 Therapeutics, Inc.","109 Therapeutics, Inc.",09/01/2020,08/31/2021,"$255,838.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/1840337
1109 Bravo L.L.C.,1109 Bravo L.L.C.,11/02/2021,02/02/2022,"$49,999.00",Phase I,STTR,X21.B,https://legacy.www.sbir.gov/sbirsearch/detail/2217173
1109 Bravo L.L.C.,1109 Bravo L.L.C.,11/03/2021,02/03/2022,"$49,999.00",Phase I,STTR,X21.B,https://legacy.www.sbir.gov/sbirsearch/detail/2217189
1109 Bravo L.L.C.,1109 Bravo L.L.C.,07/20/2022,07/28/2023,"$749,930.00",Phase II,STTR,X21.B,https://legacy.www.sbir.gov/sbirsearch/detail/2354395
1109 Bravo L.L.C.,1109 Bravo L.L.C.,07/20/2022,07/21/2023,"$749,959.00",Phase II,STTR,X21.B,https://legacy.www.sbir.gov/sbirsearch/detail/2354443
"1442 S. FALLON STREET, LLC","1442 S. FALLON STREET, LLC",05/15/2021,04/30/2022,"$255,997.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/2082061
1st Detect Corp,1st Detect Corp,09/07/2010,09/07/2012,"$735,789.00",Phase II,SBIR,2009.1,https://legacy.www.sbir.gov/sbirsearch/detail/16235
1ST PLAYABLE PRODUCTIONS LLC,1ST PLAYABLE PRODUCTIONS LLC,05/01/2016,04/30/2017,"$225,000.00",Phase I,SBIR,PA15-269,https://legacy.www.sbir.gov/sbirsearch/detail/1164645
1ST PLAYABLE PRODUCTIONS LLC,1ST PLAYABLE PRODUCTIONS LLC,09/15/2016,10/31/2017,"$149,999.00",Phase I,STTR,PA15-270,https://legacy.www.sbir.gov/sbirsearch/detail/1195101
1ST PLAYABLE PRODUCTIONS LLC,1ST PLAYABLE PRODUCTIONS LLC,06/20/2012,12/20/2012,"$150,000.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/386778
"2 CIRCLE, INCORPORATED","2 CIRCLE, INCORPORATED",09/25/2019,05/11/2022,"$1,732,465.00",Phase II,SBIR,18.1,https://legacy.www.sbir.gov/sbirsearch/detail/1851319
"2 CIRCLE, INCORPORATED","2 CIRCLE, INCORPORATED",05/15/2018,07/25/2019,"$124,372.00",Phase I,SBIR,18.1,https://legacy.www.sbir.gov/sbirsearch/detail/1515241
202 GROUP LLC,202 GROUP LLC,11/05/2019,11/05/2020,"$450,000.00",Phase II,SBIR,19.2,https://legacy.www.sbir.gov/sbirsearch/detail/1946303
202 GROUP LLC,202 GROUP LLC,08/02/2019,08/02/2020,"$49,997.00",Phase I,SBIR,19.2,https://legacy.www.sbir.gov/sbirsearch/detail/1857275
"21st Century Medicine, Inc.","21st Century Medicine, Inc.",09/21/2020,08/31/2022,"$1,553,682.00",Phase II,SBIR,PA19-272,https://legacy.www.sbir.gov/sbirsearch/detail/1917633
"21st Century Medicine, Inc.","21st Century Medicine, Inc.",09/20/2019,08/31/2020,"$296,095.00",Phase I,SBIR,DK18-023,https://legacy.www.sbir.gov/sbirsearch/detail/1686335
"21st Century Medicine, Inc.","21st Century Medicine, Inc.",09/21/2018,08/31/2019,"$172,694.00",Phase I,SBIR,PA18-574,https://legacy.www.sbir.gov/sbirsearch/detail/1571331
"21st Century Medicine, Inc.","21st Century Medicine, Inc.",09/17/2018,08/31/2019,"$219,632.00",Phase I,SBIR,PA17-302,https://legacy.www.sbir.gov/sbirsearch/detail/1574707
"21st Century Medicine, Inc.","21st Century Medicine, Inc.",,,"$251,046.00",Phase I,SBIR,PHS2010-2,https://legacy.www.sbir.gov/sbirsearch/detail/1157
"21st Century Medicine, Inc.","21st Century Medicine, Inc.",,,"$184,915.00",Phase I,SBIR,PHS2006-2,https://legacy.www.sbir.gov/sbirsearch/detail/76500
"21st Century Medicine, Inc.","21st Century Medicine, Inc.",,,"$835,104.00",Phase II,SBIR,PHS2004-2,https://legacy.www.sbir.gov/sbirsearch/detail/76494
"21st Century Medicine, Inc.","21st Century Medicine, Inc.",,,"$195,024.00",Phase I,SBIR,PHS2004-2,https://legacy.www.sbir.gov/sbirsearch/detail/76496
"21st Century Medicine, Inc.","21st Century Medicine, Inc.",,,"$154,641.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/76498
"21st Century Medicine, Inc.","21st Century Medicine, Inc.",,,"$164,852.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/76492
"21ST CENTURY SYSTEMS, INC.","21ST CENTURY SYSTEMS, INC.",10/27/2014,01/31/2015,"$150,000.00",Phase I,SBIR,2013.1,https://legacy.www.sbir.gov/sbirsearch/detail/696193
"21ST CENTURY SYSTEMS, INC.","21ST CENTURY SYSTEMS, INC.",10/24/2013,07/23/2014,"$149,951.00",Phase I,STTR,2013.A,https://legacy.www.sbir.gov/sbirsearch/detail/697236
"21ST CENTURY SYSTEMS, INC.","21ST CENTURY SYSTEMS, INC.",02/15/2013,11/15/2013,"$149,889.00",Phase I,SBIR,2012.3,https://legacy.www.sbir.gov/sbirsearch/detail/662354
"21ST CENTURY SYSTEMS, INC.","21ST CENTURY SYSTEMS, INC.",09/27/2012,,"$99,989.00",Phase I,STTR,2012.A,https://legacy.www.sbir.gov/sbirsearch/detail/387406
"21ST CENTURY SYSTEMS, INC.","21ST CENTURY SYSTEMS, INC.",05/17/2012,,"$149,983.00",Phase I,SBIR,2011.3,https://legacy.www.sbir.gov/sbirsearch/detail/393745
"21ST CENTURY SYSTEMS, INC.","21ST CENTURY SYSTEMS, INC.",05/14/2012,,"$99,999.00",Phase I,SBIR,2012.1,https://legacy.www.sbir.gov/sbirsearch/detail/395411
"21ST CENTURY SYSTEMS, INC.","21ST CENTURY SYSTEMS, INC.",04/11/2012,04/11/2014,"$724,879.00",Phase II,SBIR,2009.3,https://legacy.www.sbir.gov/sbirsearch/detail/397207
"21ST CENTURY SYSTEMS, INC.","21ST CENTURY SYSTEMS, INC.",03/30/2011,,"$99,953.00",Phase I,SBIR,2010.3,https://legacy.www.sbir.gov/sbirsearch/detail/380837
"21ST CENTURY SYSTEMS, INC.","21ST CENTURY SYSTEMS, INC.",01/07/2011,,"$69,999.00",Phase I,SBIR,2010.2,https://legacy.www.sbir.gov/sbirsearch/detail/382071
"21ST CENTURY SYSTEMS, INC.","21ST CENTURY SYSTEMS, INC.",11/03/2010,,"$79,957.00",Phase I,SBIR,2010.3,https://legacy.www.sbir.gov/sbirsearch/detail/382213
"21ST CENTURY THERAPEUTICS, INC.","21ST CENTURY THERAPEUTICS, INC.",,,"$276,418.00",Phase I,SBIR,PA12-088,https://legacy.www.sbir.gov/sbirsearch/detail/677626
"21ST CENTURY THERAPEUTICS, INC.","21ST CENTURY THERAPEUTICS, INC.",,,"$1,133,678.00",Phase II,SBIR,PA10-050,https://legacy.www.sbir.gov/sbirsearch/detail/370399
"21ST CENTURY THERAPEUTICS, INC.","21ST CENTURY THERAPEUTICS, INC.",,,"$186,857.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/372502
"21ST CENTURY THERAPEUTICS, INC.","21ST CENTURY THERAPEUTICS, INC.",,,"$154,852.00",Phase I,SBIR,PHS2009-2,https://legacy.www.sbir.gov/sbirsearch/detail/83109
2g Enterprises,2g Enterprises,,,"$348,000.00",Phase II,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/68259
