Keyword Search,Company Name,Start Date,End Date,Funding Amount,Phase,Program,Solicitation Number,Source Link
"KESTREL TECHNOLOGY GROUP, LLC","KESTREL TECHNOLOGY GROUP, LLC",04/28/2021,11/05/2021,"$150,000.00",Phase I,SBIR,21.1,https://legacy.www.sbir.gov/sbirsearch/detail/2179815
KESTREL TECHNOLOGY LLC,KESTREL TECHNOLOGY LLC,02/24/2023,05/23/2025,"$999,156.00",Phase II,STTR,21.B,https://legacy.www.sbir.gov/sbirsearch/detail/2563179
KESTREL TECHNOLOGY LLC,KESTREL TECHNOLOGY LLC,07/12/2023,07/13/2027,"$1,436,205.00",Phase II,SBIR,HR001121S0007.I,https://legacy.www.sbir.gov/sbirsearch/detail/2574347
KESTREL TECHNOLOGY LLC,KESTREL TECHNOLOGY LLC,12/14/2021,05/14/2022,"$156,283.00",Phase I,STTR,21.B,https://legacy.www.sbir.gov/sbirsearch/detail/2217633
KESTREL TECHNOLOGY LLC,KESTREL TECHNOLOGY LLC,07/13/2021,10/17/2022,"$224,160.00",Phase I,SBIR,HR001121S0007.I,https://legacy.www.sbir.gov/sbirsearch/detail/2347323
KESTREL TECHNOLOGY LLC,KESTREL TECHNOLOGY LLC,07/30/2019,07/30/2020,"$149,908.00",Phase I,SBIR,19.1,https://legacy.www.sbir.gov/sbirsearch/detail/1856251
KESTREL TECHNOLOGY LLC,KESTREL TECHNOLOGY LLC,09/20/2017,12/19/2018,"$229,812.80",Phase I,SBIR,2017.2,https://legacy.www.sbir.gov/sbirsearch/detail/1467573
KESTREL TECHNOLOGY LLC,KESTREL TECHNOLOGY LLC,07/29/2016,09/30/2019,"$1,200,374.00",Phase II,SBIR,2016.1,https://legacy.www.sbir.gov/sbirsearch/detail/1250353
KESTREL TECHNOLOGY LLC,KESTREL TECHNOLOGY LLC,02/18/2011,02/18/2012,"$98,824.00",Phase I,STTR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/369706
KESTREL TECHNOLOGY LLC,KESTREL TECHNOLOGY LLC,08/29/2008,09/03/2010,"$746,617.00",Phase II,SBIR,2005.3,https://legacy.www.sbir.gov/sbirsearch/detail/209663
KESTREL TECHNOLOGY LLC,KESTREL TECHNOLOGY LLC,08/29/2008,08/29/2010,"$746,617.00",Phase II,SBIR,2005.3,https://legacy.www.sbir.gov/sbirsearch/detail/209659
KESTRELX LLC,KESTRELX LLC,10/21/2021,10/21/2022,"$725,053.00",Phase II,SBIR,X21.1,https://legacy.www.sbir.gov/sbirsearch/detail/2217697
Raven Biomaterials LLC,Raven Biomaterials LLC,05/09/2022,04/30/2023,"$400,000.00",Phase I,SBIR,PA21-259,https://legacy.www.sbir.gov/sbirsearch/detail/2339517
