Keyword Search,Company Name,Start Date,End Date,Funding Amount,Phase,Program,Solicitation Number,Source Link
"MESOSCRIBE TECHNOLOGIES, INC.","MESOSCRIBE TECHNOLOGIES, INC.",06/01/2011,11/30/2013,"$600,000.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/369625
"MESOSCRIBE TECHNOLOGIES, INC.","MESOSCRIBE TECHNOLOGIES, INC.",02/18/2011,09/29/2011,"$100,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/371635
"MESOSCRIBE TECHNOLOGIES, INC.","MESOSCRIBE TECHNOLOGIES, INC.",06/17/2011,05/16/2012,"$150,000.00",Phase I,SBIR,DE-FOA-0000413,https://legacy.www.sbir.gov/sbirsearch/detail/372954
"MESOSCRIBE TECHNOLOGIES, INC.","MESOSCRIBE TECHNOLOGIES, INC.",01/24/2011,N/A,"$356,517.00",Phase II,SBIR,2009.1,https://legacy.www.sbir.gov/sbirsearch/detail/384811
"SCRIBE BIOSCIENCES, INC.","SCRIBE BIOSCIENCES, INC.",08/01/2023,07/31/2024,"$300,000.00",Phase I,SBIR,PA22-176,https://legacy.www.sbir.gov/sbirsearch/detail/2510217
"SCRIBE BIOSCIENCES, INC.","SCRIBE BIOSCIENCES, INC.",09/07/2022,08/31/2023,"$349,997.00",Phase I,SBIR,PA21-259,https://legacy.www.sbir.gov/sbirsearch/detail/2342157
"SCRIBE BIOSCIENCES, INC.","SCRIBE BIOSCIENCES, INC.",02/07/2020,08/06/2021,"$225,000.00",Phase I,STTR,PA18-575,https://legacy.www.sbir.gov/sbirsearch/detail/1909827
"SCRIBE BIOSCIENCES, INC.","SCRIBE BIOSCIENCES, INC.",02/01/2019,07/31/2019,"$225,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/1585105
"SCRIBE BIOSCIENCES, INC.","SCRIBE BIOSCIENCES, INC.",09/01/2019,02/28/2021,"$350,000.00",Phase I,SBIR,PA18-574,https://legacy.www.sbir.gov/sbirsearch/detail/1685029
"SCRIBE BIOSCIENCES, INC.","SCRIBE BIOSCIENCES, INC.",04/20/2018,07/31/2019,"$280,000.00",Phase I,SBIR,PA17-303,https://legacy.www.sbir.gov/sbirsearch/detail/1567607
"SCRIBE BIOSCIENCES, INC.","SCRIBE BIOSCIENCES, INC.",03/07/2018,02/11/2019,"$220,661.00",Phase I,SBIR,2017.2,https://legacy.www.sbir.gov/sbirsearch/detail/1589231
"SCRIBE BIOSCIENCES, INC.","SCRIBE BIOSCIENCES, INC.",09/13/2017,11/20/2020,"$1,492,018.00",Phase II,SBIR,17.1,https://legacy.www.sbir.gov/sbirsearch/detail/1468071
Scribe Therapeutics Inc.,Scribe Therapeutics Inc.,02/15/2019,07/31/2020,"$149,850.00",Phase I,SBIR,PA18-574,https://legacy.www.sbir.gov/sbirsearch/detail/1679347
Scribe Therapeutics Inc.,Scribe Therapeutics Inc.,06/01/2019,11/30/2020,"$149,850.00",Phase I,SBIR,PA18-574,https://legacy.www.sbir.gov/sbirsearch/detail/1679359
