Keyword Search,Company Name,Start Date,End Date,Funding Amount,Phase,Program,Solicitation Number,Source Link
IMMUNE COMPLEX CORPORATION,IMMUNE COMPLEX CORPORATION,N/A,N/A,"$98,219.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/188306
IMMUNE COMPLEX CORPORATION,IMMUNE COMPLEX CORPORATION,N/A,N/A,"$100,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/188316
IMMUNE COMPLEX CORPORATION,IMMUNE COMPLEX CORPORATION,N/A,N/A,"$748,998.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/188302
IMMUNE COMPLEX CORPORATION,IMMUNE COMPLEX CORPORATION,N/A,N/A,"$100,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/188304
IMMUNE COMPLEX CORPORATION,IMMUNE COMPLEX CORPORATION,N/A,N/A,"$735,900.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/188314
IMMUNE COMPLEX CORPORATION,IMMUNE COMPLEX CORPORATION,N/A,N/A,"$600,000.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/188318
IMMUNE COMPLEX CORPORATION,IMMUNE COMPLEX CORPORATION,N/A,N/A,"$100,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/188322
SIMPLEX MANUFACTURING CO,SIMPLEX MANUFACTURING CO,N/A,N/A,"$89,927.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/373914
Simplex Scientific,Simplex Scientific,03/01/2015,02/29/2016,"$208,268.00",Phase I,SBIR,PA14-071,https://legacy.www.sbir.gov/sbirsearch/detail/1044739
TEMPLEX TECHNOLOGY CORP.,TEMPLEX TECHNOLOGY CORP.,N/A,N/A,"$983,250.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/330501
TEMPLEX TECHNOLOGY CORP.,TEMPLEX TECHNOLOGY CORP.,N/A,N/A,"$968,752.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/330499
TEMPLEX TECHNOLOGY CORP.,TEMPLEX TECHNOLOGY CORP.,N/A,N/A,"$100,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/330503
TEMPLEX TECHNOLOGY CORP.,TEMPLEX TECHNOLOGY CORP.,N/A,N/A,"$59,586.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/330505
"QUIDIENT, LLC","QUIDIENT, LLC",02/07/2023,11/11/2024,"$1,244,616.00",Phase II,SBIR,X23.4,https://legacy.www.sbir.gov/sbirsearch/detail/2561541
"QUIDIENT, LLC","QUIDIENT, LLC",02/27/2023,05/28/2024,"$1,694,709.00",Phase II,SBIR,X23.4,https://legacy.www.sbir.gov/sbirsearch/detail/2561545
"QUIDIENT, LLC","QUIDIENT, LLC",08/23/2023,03/27/2025,"$1,245,150.00",Phase II,STTR,X22.D,https://legacy.www.sbir.gov/sbirsearch/detail/2563919
"QUIDIENT, LLC","QUIDIENT, LLC",05/02/2023,08/07/2023,"$74,997.00",Phase I,SBIR,X23.5,https://legacy.www.sbir.gov/sbirsearch/detail/2565001
"QUIDIENT, LLC","QUIDIENT, LLC",11/04/2022,02/04/2023,"$74,998.00",Phase I,STTR,X22.D,https://legacy.www.sbir.gov/sbirsearch/detail/2576023
"QUIDIENT, LLC","QUIDIENT, LLC",11/03/2021,02/03/2022,"$49,999.00",Phase I,SBIR,X21.2,https://legacy.www.sbir.gov/sbirsearch/detail/2218261
"QUIDIENT, LLC","QUIDIENT, LLC",05/03/2022,02/06/2024,"$1,249,962.00",Phase II,SBIR,X22.1,https://legacy.www.sbir.gov/sbirsearch/detail/2325357
"QUIDIENT, LLC","QUIDIENT, LLC",08/17/2022,01/13/2023,"$249,989.00",Phase I,STTR,X21.S,https://legacy.www.sbir.gov/sbirsearch/detail/2326593
"QUIDIENT, LLC","QUIDIENT, LLC",07/19/2022,10/23/2023,"$749,989.00",Phase II,SBIR,X21.2,https://legacy.www.sbir.gov/sbirsearch/detail/2348529
"QUIDIENT, LLC","QUIDIENT, LLC",04/15/2021,07/19/2021,"$50,000.00",Phase I,SBIR,X21.1,https://legacy.www.sbir.gov/sbirsearch/detail/2172151
